person_id;household_id;activity_index;iris_id;commune_id;departement_id;region_id;preceding_trip_index;following_trip_index;purpose;start_time;end_time;is_first;is_last
26954;13716;2;092610102;09261;09;76;1;2;shop;38759.0;39959.0;False;False
26954;13716;3;092610102;09261;09;76;2;-1;home;40259.0;;False;True
26955;13716;0;092610102;09261;09;76;-1;0;home;;54545.0;True;False
26955;13716;1;092610102;09261;09;76;0;1;leisure;58145.0;58145.0;False;False
26955;13716;2;092610102;09261;09;76;1;-1;home;61745.0;;False;True
27002;13746;0;092610101;09261;09;76;-1;0;home;;48230.0;True;False
27002;13746;1;092610102;09261;09;76;0;1;shop;48530.0;58730.0;False;False
27002;13746;2;092610101;09261;09;76;1;-1;home;59030.0;;False;True
28421;14471;0;092890000;09289;09;76;-1;0;work;;31639.0;True;False
28421;14471;1;092610102;09261;09;76;0;-1;home;37939.0;;False;True
28422;14471;0;092610102;09261;09;76;-1;0;home;;53341.0;True;False
28422;14471;1;092610102;09261;09;76;0;1;leisure;56941.0;56941.0;False;False
28422;14471;2;092610102;09261;09;76;1;-1;home;60541.0;;False;True
34376;17761;0;092610101;09261;09;76;-1;0;home;;23645.0;True;False
34376;17761;1;092610102;09261;09;76;0;1;work;24545.0;53945.0;False;False
34376;17761;2;092610101;09261;09;76;1;2;home;54545.0;56045.0;False;False
34376;17761;3;091190000;09119;09;76;2;3;leisure;56645.0;60845.0;False;False
34376;17761;4;092610101;09261;09;76;3;-1;home;61445.0;;False;True
36506;18942;0;092610101;09261;09;76;-1;0;home;;33729.0;True;False
36506;18942;1;092610102;09261;09;76;0;1;leisure;34029.0;47829.0;False;False
36506;18942;2;092610101;09261;09;76;1;2;home;48129.0;48429.0;False;False
36506;18942;3;092680000;09268;09;76;2;3;leisure;48729.0;49929.0;False;False
36506;18942;4;092610101;09261;09;76;3;-1;home;50229.0;;False;True
37213;19294;0;091220103;09122;09;76;-1;0;home;;28090.0;True;False
37213;19294;1;091220102;09122;09;76;0;1;work;28570.0;45670.0;False;False
37213;19294;2;091220103;09122;09;76;1;2;home;45970.0;50950.0;False;False
37213;19294;3;091220102;09122;09;76;2;3;work;51310.0;56830.0;False;False
37213;19294;4;091220104;09122;09;76;3;4;other;57190.0;57610.0;False;False
37213;19294;5;091220102;09122;09;76;4;5;work;57790.0;58030.0;False;False
37213;19294;6;091220102;09122;09;76;5;6;work;58330.0;61030.0;False;False
37213;19294;7;092720000;09272;09;76;6;7;shop;61930.0;62830.0;False;False
37213;19294;8;091220103;09122;09;76;7;-1;home;63250.0;;False;True
37214;19294;0;091220103;09122;09;76;-1;0;home;;48788.0;True;False
37214;19294;1;090130000;09013;09;76;0;1;leisure;49628.0;53588.0;False;False
37214;19294;2;091220103;09122;09;76;1;2;home;54488.0;64088.0;False;False
37214;19294;3;091260000;09126;09;76;2;3;other;64988.0;65108.0;False;False
37214;19294;4;091220103;09122;09;76;3;4;home;65888.0;72488.0;False;False
37214;19294;5;091220104;09122;09;76;4;5;other;73028.0;73388.0;False;False
37214;19294;6;091220103;09122;09;76;5;-1;home;74288.0;;False;True
37215;19294;0;091220103;09122;09;76;-1;0;home;;40118.0;True;False
37215;19294;1;090130000;09013;09;76;0;1;leisure;40418.0;46118.0;False;False
37215;19294;2;091220102;09122;09;76;1;2;education;47318.0;65918.0;False;False
37215;19294;3;091220102;09122;09;76;2;3;education;67118.0;67418.0;False;False
37215;19294;4;091220103;09122;09;76;3;-1;home;67718.0;;False;True
38072;19752;0;091220102;09122;09;76;-1;0;home;;33135.0;True;False
38072;19752;1;091220105;09122;09;76;0;1;leisure;33435.0;47235.0;False;False
38072;19752;2;091220102;09122;09;76;1;2;home;47535.0;47835.0;False;False
38072;19752;3;091220105;09122;09;76;2;3;leisure;48135.0;49335.0;False;False
38072;19752;4;091220102;09122;09;76;3;-1;home;49635.0;;False;True
38638;20073;0;091220102;09122;09;76;-1;0;home;;42136.0;True;False
38638;20073;1;091220102;09122;09;76;0;1;other;42436.0;42496.0;False;False
38638;20073;2;091220102;09122;09;76;1;2;home;42736.0;47536.0;False;False
38638;20073;3;090450000;09045;09;76;2;3;leisure;51136.0;51496.0;False;False
38638;20073;4;090450000;09045;09;76;3;4;leisure;61036.0;61096.0;False;False
38638;20073;5;090990000;09099;09;76;4;5;other;62836.0;62896.0;False;False
38638;20073;6;091220102;09122;09;76;5;-1;home;63136.0;;False;True
38639;20073;0;091220102;09122;09;76;-1;0;home;;64688.0;True;False
38639;20073;1;091220101;09122;09;76;0;1;other;64988.0;67688.0;False;False
38639;20073;2;091220102;09122;09;76;1;-1;home;67988.0;;False;True
38640;20073;0;091220102;09122;09;76;-1;0;home;;30330.0;True;False
38640;20073;1;092030000;09203;09;76;0;1;work;30930.0;71730.0;False;False
38640;20073;2;091220102;09122;09;76;1;-1;home;72330.0;;False;True
41129;21366;0;091220101;09122;09;76;-1;0;home;;25892.0;True;False
41129;21366;1;092610101;09261;09;76;0;1;work;30392.0;64592.0;False;False
41129;21366;2;091220101;09122;09;76;1;-1;home;69092.0;;False;True
42949;22325;0;091220101;09122;09;76;-1;0;home;;24274.0;True;False
42949;22325;1;090800000;09080;09;76;0;1;work;25174.0;55474.0;False;False
42949;22325;2;091220101;09122;09;76;1;-1;home;56374.0;;False;True
43006;22368;0;091220105;09122;09;76;-1;0;home;;52415.0;True;False
43006;22368;1;091220105;09122;09;76;0;1;leisure;52715.0;57815.0;False;False
43006;22368;2;091220105;09122;09;76;1;-1;home;58115.0;;False;True
43759;22742;0;091220105;09122;09;76;-1;0;home;;41043.0;True;False
43759;22742;1;091220102;09122;09;76;0;1;work;41883.0;63243.0;False;False
43759;22742;2;091220105;09122;09;76;1;-1;home;64023.0;;False;True
47166;24573;0;091220102;09122;09;76;-1;0;home;;25370.0;True;False
47166;24573;1;092250103;09225;09;76;0;1;work;27170.0;42770.0;False;False
47166;24573;2;092250102;09225;09;76;1;2;shop;42950.0;43970.0;False;False
47166;24573;3;092250103;09225;09;76;2;3;work;44150.0;59570.0;False;False
47166;24573;4;091220104;09122;09;76;3;4;other;61370.0;61430.0;False;False
47166;24573;5;091220102;09122;09;76;4;-1;home;61670.0;;False;True
47167;24573;0;091220102;09122;09;76;-1;0;home;;31230.0;True;False
47167;24573;1;091220104;09122;09;76;0;1;other;31530.0;31830.0;False;False
47167;24573;2;091220102;09122;09;76;1;2;education;32430.0;59130.0;False;False
47167;24573;3;091220102;09122;09;76;2;3;home;59430.0;61230.0;False;False
47167;24573;4;091220104;09122;09;76;3;4;other;61530.0;61530.0;False;False
47167;24573;5;091220102;09122;09;76;4;-1;home;61830.0;;False;True
51437;26736;0;091430000;09143;09;76;-1;0;home;;30101.0;True;False
51437;26736;1;091430000;09143;09;76;0;1;education;30941.0;42341.0;False;False
51437;26736;2;091430000;09143;09;76;1;2;home;42641.0;48281.0;False;False
51437;26736;3;091430000;09143;09;76;2;3;education;49181.0;64241.0;False;False
51437;26736;4;091430000;09143;09;76;3;4;home;65681.0;66701.0;False;False
51437;26736;5;090650000;09065;09;76;4;5;shop;67781.0;68261.0;False;False
51437;26736;6;091430000;09143;09;76;5;-1;home;69461.0;;False;True
51439;26736;0;091430000;09143;09;76;-1;0;home;;30720.0;True;False
51439;26736;1;091430000;09143;09;76;0;1;leisure;31320.0;31380.0;False;False
51439;26736;2;091430000;09143;09;76;1;2;home;31860.0;32760.0;False;False
51439;26736;3;091430000;09143;09;76;2;3;work;34320.0;63420.0;False;False
51439;26736;4;091430000;09143;09;76;3;-1;home;67320.0;;False;True
51676;26832;0;091500000;09150;09;76;-1;0;home;;62256.0;True;False
51676;26832;1;090390000;09039;09;76;0;1;leisure;63156.0;64056.0;False;False
51676;26832;2;092740000;09274;09;76;1;2;shop;64236.0;65556.0;False;False
51676;26832;3;091500000;09150;09;76;2;3;home;65676.0;67356.0;False;False
51676;26832;4;091500000;09150;09;76;3;-1;home;68256.0;;False;True
54051;27975;0;091580000;09158;09;76;-1;0;home;;36581.0;True;False
54051;27975;1;090370000;09037;09;76;0;1;shop;36701.0;36941.0;False;False
54051;27975;2;091580000;09158;09;76;1;2;shop;37781.0;39281.0;False;False
54051;27975;3;092090000;09209;09;76;2;3;shop;39701.0;39941.0;False;False
54051;27975;4;091580000;09158;09;76;3;4;home;40361.0;60101.0;False;False
54051;27975;5;092680000;09268;09;76;4;5;other;60521.0;61721.0;False;False
54051;27975;6;091580000;09158;09;76;5;-1;home;62141.0;;False;True
59475;30663;0;091670000;09167;09;76;-1;0;home;;24587.0;True;False
59475;30663;1;311070000;31107;31;76;0;1;work;26387.0;59387.0;False;False
59475;30663;2;091670000;09167;09;76;1;-1;home;61187.0;;False;True
59476;30663;0;091670000;09167;09;76;-1;0;home;;28211.0;True;False
59476;30663;1;091670000;09167;09;76;0;1;work;28811.0;31211.0;False;False
59476;30663;2;091670000;09167;09;76;1;2;work;32411.0;34211.0;False;False
59476;30663;3;091670000;09167;09;76;2;3;work;35411.0;63911.0;False;False
59476;30663;4;091670000;09167;09;76;3;4;work;65711.0;66611.0;False;False
59476;30663;5;091670000;09167;09;76;4;-1;home;68111.0;;False;True
59477;30663;0;091670000;09167;09;76;-1;0;home;;59803.0;True;False
59477;30663;1;091670000;09167;09;76;0;1;shop;60103.0;61903.0;False;False
59477;30663;2;091670000;09167;09;76;1;-1;home;62203.0;;False;True
59478;30663;0;091670000;09167;09;76;-1;0;home;;64886.0;True;False
59478;30663;1;091670000;09167;09;76;0;1;shop;65306.0;66986.0;False;False
59478;30663;2;091670000;09167;09;76;1;-1;home;67586.0;;False;True
68424;34858;0;091730000;09173;09;76;-1;0;home;;30837.0;True;False
68424;34858;1;091730000;09173;09;76;0;1;leisure;31137.0;35337.0;False;False
68424;34858;2;091030000;09103;09;76;1;2;shop;35937.0;36237.0;False;False
68424;34858;3;091730000;09173;09;76;2;3;home;36537.0;37137.0;False;False
68424;34858;4;091030000;09103;09;76;3;4;shop;37437.0;38337.0;False;False
68424;34858;5;091730000;09173;09;76;4;5;home;38637.0;51837.0;False;False
68424;34858;6;090440000;09044;09;76;5;6;shop;52737.0;61737.0;False;False
68424;34858;7;091730000;09173;09;76;6;-1;home;62637.0;;False;True
71629;36152;0;091820000;09182;09;76;-1;0;home;;27024.0;True;False
71629;36152;1;091820000;09182;09;76;0;1;work;28224.0;73824.0;False;False
71629;36152;2;091820000;09182;09;76;1;-1;home;75024.0;;False;True
71630;36152;0;091820000;09182;09;76;-1;0;home;;62523.0;True;False
71630;36152;1;091820000;09182;09;76;0;1;leisure;63423.0;63483.0;False;False
71630;36152;2;091820000;09182;09;76;1;-1;home;64923.0;;False;True
71806;36239;0;091850000;09185;09;76;-1;0;home;;31784.0;True;False
71806;36239;1;091850000;09185;09;76;0;1;work;32204.0;34784.0;False;False
71806;36239;2;091850000;09185;09;76;1;2;work;35684.0;44684.0;False;False
71806;36239;3;091850000;09185;09;76;2;3;work;45584.0;46484.0;False;False
71806;36239;4;091850000;09185;09;76;3;4;home;46904.0;51884.0;False;False
71806;36239;5;091850000;09185;09;76;4;5;work;52304.0;62684.0;False;False
71806;36239;6;091850000;09185;09;76;5;6;work;63284.0;68084.0;False;False
71806;36239;7;091850000;09185;09;76;6;7;work;68984.0;70784.0;False;False
71806;36239;8;091850000;09185;09;76;7;-1;home;71204.0;;False;True
72499;36544;0;091880000;09188;09;76;-1;0;home;;26246.0;True;False
72499;36544;1;090060000;09006;09;76;0;1;leisure;27446.0;38846.0;False;False
72499;36544;2;091880000;09188;09;76;1;2;home;40046.0;51446.0;False;False
72499;36544;3;090150000;09015;09;76;2;3;shop;52646.0;55046.0;False;False
72499;36544;4;091880000;09188;09;76;3;4;home;55946.0;56846.0;False;False
72499;36544;5;091260000;09126;09;76;4;5;leisure;57446.0;64046.0;False;False
72499;36544;6;091880000;09188;09;76;5;-1;home;64946.0;;False;True
73994;37190;0;091940000;09194;09;76;-1;0;home;;37771.0;True;False
73994;37190;1;092380000;09238;09;76;0;1;shop;39571.0;44371.0;False;False
73994;37190;2;091940000;09194;09;76;1;-1;home;44971.0;;False;True
73995;37190;0;091940000;09194;09;76;-1;0;home;;69152.0;True;False
73995;37190;1;091600101;09160;09;76;0;-1;work;74252.0;;False;True
77394;38872;0;091600101;09160;09;76;-1;0;home;;58651.0;True;False
77394;38872;1;091600101;09160;09;76;0;1;other;59851.0;61951.0;False;False
77394;38872;2;091600101;09160;09;76;1;2;shop;63151.0;67651.0;False;False
77394;38872;3;091600101;09160;09;76;2;-1;home;68851.0;;False;True
77585;38987;0;092090000;09209;09;76;-1;0;home;;31627.0;True;False
77585;38987;1;092090000;09209;09;76;0;1;work;32527.0;38827.0;False;False
77585;38987;2;092090000;09209;09;76;1;2;home;39727.0;49627.0;False;False
77585;38987;3;092090000;09209;09;76;2;3;work;50827.0;56827.0;False;False
77585;38987;4;092090000;09209;09;76;3;4;home;58327.0;60427.0;False;False
77585;38987;5;092090000;09209;09;76;4;5;work;60727.0;64027.0;False;False
77585;38987;6;092090000;09209;09;76;5;-1;home;64327.0;;False;True
82090;41266;0;092100000;09210;09;76;-1;0;home;;50850.0;True;False
82090;41266;1;091220103;09122;09;76;0;1;shop;52050.0;52650.0;False;False
82090;41266;2;091210000;09121;09;76;1;2;leisure;52950.0;68850.0;False;False
82090;41266;3;092100000;09210;09;76;2;-1;home;70050.0;;False;True
82091;41266;0;092100000;09210;09;76;-1;0;home;;31421.0;True;False
82091;41266;1;091220106;09122;09;76;0;1;work;32021.0;43121.0;False;False
82091;41266;2;092100000;09210;09;76;1;2;home;43721.0;46121.0;False;False
82091;41266;3;091220106;09122;09;76;2;3;work;46721.0;61121.0;False;False
82091;41266;4;092100000;09210;09;76;3;-1;home;61721.0;;False;True
83944;42150;0;091600103;09160;09;76;-1;0;home;;27704.0;True;False
83944;42150;1;092060000;09206;09;76;0;1;other;32204.0;33104.0;False;False
83944;42150;2;091600103;09160;09;76;1;-1;home;34904.0;;False;True
83945;42150;0;091600103;09160;09;76;-1;0;home;;27776.0;True;False
83945;42150;1;090470000;09047;09;76;0;1;work;28976.0;44576.0;False;False
83945;42150;2;091600103;09160;09;76;1;2;home;45776.0;47876.0;False;False
83945;42150;3;090470000;09047;09;76;2;3;work;49076.0;60776.0;False;False
83945;42150;4;091600103;09160;09;76;3;-1;home;62276.0;;False;True
84105;42249;0;091600103;09160;09;76;-1;0;home;;21494.0;True;False
84105;42249;1;091600101;09160;09;76;0;1;work;21794.0;41594.0;False;False
84105;42249;2;091600103;09160;09;76;1;2;home;41894.0;47894.0;False;False
84105;42249;3;091600101;09160;09;76;2;3;work;48194.0;56894.0;False;False
84105;42249;4;091600103;09160;09;76;3;4;home;57194.0;65894.0;False;False
84105;42249;5;092060000;09206;09;76;4;5;leisure;66794.0;75794.0;False;False
84105;42249;6;091600103;09160;09;76;5;-1;home;76694.0;;False;True
84106;42249;0;091600103;09160;09;76;-1;0;home;;53826.0;True;False
84106;42249;1;092270000;09227;09;76;0;1;other;54726.0;57426.0;False;False
84106;42249;2;093270000;09327;09;76;1;2;other;58326.0;62826.0;False;False
84106;42249;3;091600103;09160;09;76;2;-1;home;64626.0;;False;True
84107;42249;0;091600103;09160;09;76;-1;0;home;;52135.0;True;False
84107;42249;1;110660000;11066;11;76;0;1;shop;53935.0;55735.0;False;False
84107;42249;2;091600103;09160;09;76;1;-1;home;57535.0;;False;True
85729;43108;0;092300000;09230;09;76;-1;0;home;;27446.0;True;False
85729;43108;1;090230000;09023;09;76;0;1;other;31946.0;32846.0;False;False
85729;43108;2;092300000;09230;09;76;1;-1;home;34646.0;;False;True
85730;43108;0;092300000;09230;09;76;-1;0;home;;56230.0;True;False
85730;43108;1;092300000;09230;09;76;0;1;leisure;60730.0;60730.0;False;False
85730;43108;2;092300000;09230;09;76;1;-1;home;65230.0;;False;True
87874;44202;0;092440000;09244;09;76;-1;0;home;;30319.0;True;False
87874;44202;1;092250103;09225;09;76;0;1;work;30979.0;67459.0;False;False
87874;44202;2;091450000;09145;09;76;1;2;leisure;68359.0;70159.0;False;False
87874;44202;3;092440000;09244;09;76;2;-1;home;70279.0;;False;True
87875;44202;0;092440000;09244;09;76;-1;0;home;;29714.0;True;False
87875;44202;1;092440000;09244;09;76;0;1;education;30554.0;64214.0;False;False
87875;44202;2;092440000;09244;09;76;1;2;home;64754.0;71414.0;False;False
87875;44202;3;090810000;09081;09;76;2;-1;leisure;77714.0;;False;True
87876;44202;0;092440000;09244;09;76;-1;0;home;;30498.0;True;False
87876;44202;1;093090000;09309;09;76;0;1;other;30798.0;31098.0;False;False
87876;44202;2;091940000;09194;09;76;1;2;education;31698.0;58398.0;False;False
87876;44202;3;092440000;09244;09;76;2;3;home;58698.0;60498.0;False;False
87876;44202;4;092440000;09244;09;76;3;4;other;60798.0;60798.0;False;False
87876;44202;5;092440000;09244;09;76;4;-1;home;61098.0;;False;True
87877;44202;0;092440000;09244;09;76;-1;0;home;;25286.0;True;False
87877;44202;1;092250103;09225;09;76;0;1;work;25586.0;43586.0;False;False
87877;44202;2;092440000;09244;09;76;1;2;home;43886.0;48686.0;False;False
87877;44202;3;092250103;09225;09;76;2;3;work;48986.0;68786.0;False;False
87877;44202;4;092440000;09244;09;76;3;-1;home;69086.0;;False;True
100214;49793;0;092720000;09272;09;76;-1;0;home;;26025.0;True;False
100214;49793;1;092720000;09272;09;76;0;1;shop;26325.0;27525.0;False;False
100214;49793;2;092720000;09272;09;76;1;2;home;27825.0;31425.0;False;False
100214;49793;3;092720000;09272;09;76;2;3;shop;31725.0;36525.0;False;False
100214;49793;4;092720000;09272;09;76;3;4;home;36825.0;37125.0;False;False
100214;49793;5;092720000;09272;09;76;4;5;leisure;39825.0;40125.0;False;False
100214;49793;6;092720000;09272;09;76;5;6;home;40425.0;47625.0;False;False
100214;49793;7;092720000;09272;09;76;6;7;leisure;48525.0;48825.0;False;False
100214;49793;8;092720000;09272;09;76;7;8;home;49425.0;62025.0;False;False
100214;49793;9;092720000;09272;09;76;8;9;leisure;63825.0;64725.0;False;False
100214;49793;10;092720000;09272;09;76;9;-1;home;65625.0;;False;True
100215;49793;0;092720000;09272;09;76;-1;0;home;;59040.0;True;False
100215;49793;1;092720000;09272;09;76;0;1;leisure;63540.0;63540.0;False;False
100215;49793;2;092720000;09272;09;76;1;-1;home;68040.0;;False;True
103498;51413;0;092770000;09277;09;76;-1;0;home;;32100.0;True;False
103498;51413;1;090790000;09079;09;76;0;1;other;32700.0;39300.0;False;False
103498;51413;2;092770000;09277;09;76;1;2;home;39900.0;41100.0;False;False
103498;51413;3;312060000;31206;31;76;2;3;shop;41700.0;44700.0;False;False
103498;51413;4;092770000;09277;09;76;3;4;home;45300.0;53700.0;False;False
103498;51413;5;312060000;31206;31;76;4;5;shop;54600.0;59100.0;False;False
103498;51413;6;092750000;09275;09;76;5;6;other;60000.0;60600.0;False;False
103498;51413;7;092770000;09277;09;76;6;-1;home;61500.0;;False;True
103500;51413;0;092770000;09277;09;76;-1;0;home;;32529.0;True;False
103500;51413;1;092770000;09277;09;76;0;1;other;32949.0;33369.0;False;False
103500;51413;2;092770000;09277;09;76;1;2;home;33429.0;34329.0;False;False
103500;51413;3;093380000;09338;09;76;2;3;other;34749.0;36129.0;False;False
103500;51413;4;092770000;09277;09;76;3;4;home;36249.0;40629.0;False;False
103500;51413;5;093380000;09338;09;76;4;5;other;40749.0;42369.0;False;False
103500;51413;6;092770000;09277;09;76;5;6;home;42429.0;49329.0;False;False
103500;51413;7;093380000;09338;09;76;6;7;other;49449.0;50529.0;False;False
103500;51413;8;092770000;09277;09;76;7;-1;home;50709.0;;False;True
103501;51413;0;092770000;09277;09;76;-1;0;home;;27622.0;True;False
103501;51413;1;092770000;09277;09;76;0;1;education;28042.0;60022.0;False;False
103501;51413;2;092770000;09277;09;76;1;-1;home;60622.0;;False;True
106898;52972;0;092820000;09282;09;76;-1;0;home;;43382.0;True;False
106898;52972;1;312540000;31254;31;76;0;1;work;45782.0;71282.0;False;False
106898;52972;2;092820000;09282;09;76;1;-1;home;73682.0;;False;True
108516;53763;0;092820000;09282;09;76;-1;0;home;;40993.0;True;False
