person_id;household_id;age;employed;sex;socioprofessional_class;has_driving_license;has_pt_subscription;census_person_id;hts_id
2021112;982072;45;True;female;5;True;False;4203956;39724
2021110;982072;9;False;female;8;False;False;4203958;46311
2021114;982072;13;False;female;8;False;False;4203954;39247
2021113;982072;49;True;male;2;True;False;4203955;39478
2021108;982072;11;False;male;8;False;False;4203959;38813
2021111;982072;20;False;female;5;True;False;4203957;38120
2075319;1007773;27;True;male;5;False;False;4215084;37000
2075321;1007773;21;False;male;6;False;False;4215085;37000
2075323;1007773;21;True;male;6;False;True;4215082;40055
2075322;1007773;57;True;male;2;True;False;4215081;38199
2075320;1007773;52;True;female;5;True;False;4215083;46368
2094851;1017829;23;False;male;8;False;False;4220307;37000
2515653;1218455;17;True;male;6;False;False;13626578;37000
2515654;1218455;44;True;female;4;True;False;13626579;39709
2515652;1218455;47;True;male;4;True;False;13626577;39980
2518081;1219513;27;True;male;3;False;False;13627060;37000
2518082;1219513;1;False;female;8;False;True;13627061;39134
2518080;1219513;28;True;female;5;True;False;13627059;39813
2721651;1310207;21;False;male;8;False;False;13676060;37000
2721653;1310207;45;True;male;4;True;False;13676062;40000
2721652;1310207;43;True;female;4;True;False;13676061;39772
2721650;1310207;17;False;female;8;True;False;13676059;39192
3140;1723;71;False;male;7;True;False;873084;39738
3141;1723;62;True;female;4;True;False;873085;39527
26114;13251;65;False;male;7;True;False;877947;39738
826075;394824;67;True;male;3;True;False;3885658;39738
826074;394824;63;False;female;7;False;True;3885657;40145
1187691;550319;62;False;male;7;True;False;3967477;39738
1187690;550319;75;False;male;7;True;False;3967478;39199
1302427;602965;74;False;male;7;True;False;3999405;39738
1302428;602965;76;False;female;7;True;True;3999406;40134
1407003;649753;68;False;male;7;True;False;4028394;39738
1407004;649753;65;False;female;7;False;True;4028393;40145
2129613;1034639;72;False;male;7;True;False;13531228;39738
2129614;1034639;70;False;female;7;True;False;13531229;38302
2233488;1082536;68;False;male;7;True;False;13555745;39738
2233489;1082536;71;False;female;7;True;False;13555746;38784
2346020;1133013;72;False;male;7;True;False;13580020;39738
2346019;1133013;67;False;female;7;True;False;13580019;39527
2415345;1168380;73;False;male;7;True;False;13598115;39738
2415344;1168380;71;False;female;7;False;False;13598116;39119
2442801;1183002;68;False;male;7;True;False;13606176;39738
2442802;1183002;65;False;female;7;True;False;13606177;46345
1550760;727212;60;True;female;4;True;False;4069735;39527
2064543;1002502;61;False;female;8;True;False;4212865;39527
2064542;1002502;54;True;male;5;True;False;4212864;39172
2213223;1073041;63;False;female;7;True;False;13551639;39527
2213222;1073041;75;False;male;7;True;False;13551640;39764
2581608;1246987;66;False;female;7;True;False;13643363;39527
2581609;1246987;66;False;male;7;True;False;13643364;38111
4226;2297;53;True;female;5;True;False;873304;39573
4227;2297;51;True;male;4;True;False;873305;39172
103498;51413;46;True;female;5;True;False;893675;39573
103499;51413;49;True;male;3;True;False;893676;40057
103500;51413;18;False;male;8;True;False;893673;37806
103501;51413;10;False;female;8;False;True;893674;44431
1136207;525979;46;True;female;5;True;False;3955808;39573
1136205;525979;19;False;male;6;False;False;3955809;39672
1136204;525979;16;False;female;8;True;False;3955810;39741
1136206;525979;47;False;male;6;True;False;3955807;38199
2041301;991117;57;True;female;5;True;False;4208054;39573
2041302;991117;29;True;female;4;True;False;4208053;40199
2041300;991117;61;False;male;7;True;False;4208055;39493
2424050;1173312;59;True;female;5;True;False;13600855;39573
2424051;1173312;69;False;male;7;True;False;13600854;44242
243911;117642;58;False;male;8;True;False;1001480;39172
243910;117642;62;False;female;8;True;False;1001479;40153
311363;150159;47;True;male;6;True;False;1017543;39172
482064;234450;55;True;male;5;True;False;1060105;39172
482063;234450;45;True;female;5;True;False;1060104;39902
604936;293341;51;True;male;4;True;False;3834735;39172
604937;293341;53;True;female;5;True;False;3834736;40173
604938;293341;3;False;male;8;False;False;3834737;38798
1019198;476361;45;True;male;3;True;False;3928518;39172
1019199;476361;43;True;female;4;True;False;3928515;39772
1019200;476361;15;False;male;8;True;True;3928516;40096
1019197;476361;13;False;male;8;False;False;3928517;39694
1121059;519295;48;True;male;4;True;False;3952768;39172
1121058;519295;16;False;female;8;True;False;3952765;38702
1121056;519295;12;False;male;8;False;False;3952766;46379
1121057;519295;46;True;female;4;True;False;3952767;38776
1396491;645460;56;True;male;4;True;False;4026272;39172
1396490;645460;15;False;male;8;False;True;4026271;44991
1396488;645460;23;True;female;6;False;True;4026273;40061
1396489;645460;51;True;female;4;True;False;4026270;39820
1606868;758649;50;True;male;4;True;False;4086641;39172
1606867;758649;5;False;male;8;False;False;4086640;39180
1606865;758649;11;False;male;8;False;False;4086638;39316
1606866;758649;43;True;female;5;True;False;4086639;44373
1848251;893831;59;False;male;6;True;False;4159256;39172
1848252;893831;58;True;female;5;True;False;4159257;38880
1911652;929169;59;True;male;4;True;False;4178204;39172
1911653;929169;60;True;female;4;True;False;4178205;45052
2478884;1201138;57;False;male;2;True;False;13617521;39172
2478883;1201138;13;False;male;8;False;False;13617524;39316
2478885;1201138;4;False;female;8;False;True;13617522;39134
2478886;1201138;8;False;female;8;False;True;13617523;37739
2741591;1319875;53;True;male;5;True;False;13682478;39172
2741588;1319875;39;True;male;6;True;False;13682475;39303
2741587;1319875;13;False;male;8;False;False;13682474;39498
2741589;1319875;43;True;female;5;True;False;13682476;39888
2741590;1319875;19;True;female;5;True;True;13682477;39311
13166;6677;69;False;male;7;True;False;875164;38858
13795;7009;73;False;female;7;False;False;875295;38996
13796;7009;79;False;male;7;True;False;875296;39199
131915;64936;81;False;male;7;True;False;899536;39199
131916;64936;79;False;female;7;True;False;899537;39358
1745104;836151;75;False;male;7;True;False;4128444;39199
1972526;959138;84;False;male;7;True;False;4193967;39199
2199612;1066823;80;False;male;7;True;False;13547975;39199
2199610;1066823;42;True;female;6;True;False;13547973;38115
2199611;1066823;76;False;female;7;True;False;13547974;39321
16528;8304;29;False;male;6;True;False;875854;46357
16529;8304;2;False;female;8;False;False;875855;39019
16530;8304;28;True;female;1;True;False;875856;39235
224278;108035;26;False;male;5;True;False;997221;46357
224279;108035;53;True;female;5;True;False;997222;39466
269127;129593;27;False;male;8;True;False;1008282;46357
269126;129593;4;False;female;8;False;False;1008281;39247
269128;129593;33;True;female;5;True;False;1008283;38081
967561;455250;29;True;male;4;True;False;3916964;46357
967560;455250;31;True;female;5;True;False;3916963;38735
1690074;805360;21;False;male;8;True;False;4111773;46357
2495181;1209357;29;True;male;2;True;False;13622366;46357
805916;386218;9;False;female;8;False;False;3881479;39019
805915;386218;38;True;female;6;True;False;3881478;37993
2551140;1233941;12;False;female;8;False;False;13635657;39019
2551143;1233941;44;True;male;3;True;False;13635655;39836
2551141;1233941;42;True;female;6;True;False;13635656;39987
2551142;1233941;8;False;female;8;False;True;13635654;45074
773312;371853;17;False;female;8;True;False;3874944;39235
773313;371853;14;False;female;8;False;True;3874945;40235
773315;371853;44;True;male;6;True;False;3874947;39659
773316;371853;14;False;male;8;False;False;3874948;40271
773314;371853;43;True;female;4;True;False;3874946;39364
780681;375145;17;False;female;8;True;False;3876406;39235
780680;375145;42;False;male;6;True;False;3876407;39549
780682;375145;42;True;female;4;True;False;3876408;39364
1314119;608559;29;True;female;5;True;False;4002963;39235
1314118;608559;22;False;male;8;True;False;4002962;39191
1686091;803060;21;False;female;8;True;False;4110553;39235
1686089;803060;47;True;male;3;True;False;4110551;40148
1686088;803060;46;True;female;3;True;False;4110550;39747
1686090;803060;13;False;male;8;False;False;4110552;37715
1972772;959245;15;False;female;8;True;False;4194015;39235
1972773;959245;10;False;female;8;False;False;4194016;39975
1972769;959245;40;True;female;5;True;False;4194018;39137
1972771;959245;19;False;female;8;True;False;4194019;39993
1972770;959245;44;True;male;5;True;False;4194017;44932
2075815;1007988;15;False;female;8;True;False;4215185;39235
2075813;1007988;10;False;male;8;False;False;4215183;38091
2075814;1007988;41;True;female;5;True;False;4215184;39945
2075816;1007988;12;False;male;8;False;False;4215186;39316
2097041;1019055;28;True;female;5;True;False;4220985;39235
2097040;1019055;1;False;male;8;False;False;4220984;39787
2097039;1019055;27;True;male;5;True;True;4220983;40096
2697553;1298860;18;True;female;5;True;False;13668343;39235
2697554;1298860;65;False;male;7;True;False;13668345;39476
2697549;1298860;43;True;male;4;True;False;13668347;40102
2697551;1298860;14;False;male;8;False;False;13668348;39498
2697550;1298860;65;False;female;7;True;True;13668346;39737
2697552;1298860;40;True;female;6;True;False;13668344;39567
2737851;1318035;28;True;female;5;True;False;13681259;39235
2737850;1318035;60;False;female;8;False;True;13681258;39899
17234;8634;21;True;male;6;True;False;876081;39893
17235;8634;24;False;female;5;True;False;876080;40187
323746;156698;29;True;male;5;True;False;1020135;39893
323747;156698;33;True;female;5;True;False;1020136;39888
323745;156698;4;False;male;8;False;False;1020134;46353
822901;393547;15;False;male;8;True;False;3885029;39893
822905;393547;14;False;male;8;False;False;3885033;38091
822906;393547;46;True;male;2;True;False;3885034;39871
822904;393547;9;False;male;8;False;False;3885032;39498
822903;393547;12;False;male;8;False;False;3885031;38813
822902;393547;43;False;female;8;True;True;3885030;40026
1281024;593311;18;False;male;8;True;False;3993987;39893
1281025;593311;9;False;female;8;False;False;3993988;40064
1281023;593311;35;True;female;6;True;False;3993986;44373
1281022;593311;61;False;female;8;True;True;3993985;44400
1865051;903371;26;True;male;3;True;False;4164403;39893
1865050;903371;24;False;male;8;True;False;4164402;46015
2707066;1303311;23;True;male;6;True;False;13671372;39893
2707068;1303311;50;True;female;5;True;False;13671374;45033
2707067;1303311;48;True;male;4;True;False;13671373;39472
1906680;926558;28;True;female;4;True;False;4176747;40187
1906681;926558;30;True;male;6;True;False;4176748;39106
1906682;926558;2;False;female;8;False;True;4176749;39134
2631588;1269811;26;True;female;5;True;False;13653512;40187
2631587;1269811;58;False;male;8;True;False;13653513;39539
17453;8748;6;False;male;8;False;False;876123;38091
17454;8748;13;False;male;8;False;False;876124;39166
17455;8748;41;True;female;3;True;False;876125;39380
17456;8748;44;True;male;1;True;False;876126;39106
207496;100195;12;False;male;8;False;False;993789;38091
207497;100195;37;True;female;5;True;False;993788;39964
207498;100195;7;False;male;8;False;False;993787;39498
263195;126697;2;False;male;8;False;False;1006742;38091
263194;126697;31;True;male;4;True;False;1006744;37832
263196;126697;27;True;female;4;True;False;1006743;39069
295904;142093;6;False;male;8;False;False;1014397;38091
295903;142093;42;True;female;4;True;False;1014396;39987
295905;142093;11;False;male;8;False;False;1014398;38813
402771;193998;0;False;male;8;False;False;1036147;38091
402769;193998;26;True;male;5;True;False;1036146;39191
402770;193998;29;True;female;5;True;False;1036145;40020
562169;272496;6;False;male;8;False;False;3825663;38091
562171;272496;1;False;male;8;False;False;3825661;39787
562168;272496;35;True;female;5;True;False;3825664;39888
562170;272496;36;True;male;4;True;False;3825662;39767
772288;371395;73;False;male;8;False;False;3874748;38091
819695;392202;11;False;male;8;False;False;3884389;38091
819696;392202;47;True;female;3;True;False;3884390;38225
819697;392202;42;True;male;3;True;False;3884391;37726
1171489;542261;13;False;male;8;False;False;3963605;38091
1171491;542261;53;True;male;3;True;False;3963607;39882
1171490;542261;16;False;male;8;True;False;3963606;46015
1171488;542261;3;False;male;8;False;False;3963604;46353
1171487;542261;51;True;female;5;True;False;3963603;39628
1486010;691331;2;False;male;8;False;False;4050408;38091
1486009;691331;8;False;male;8;False;False;4050407;39180
1486012;691331;11;False;male;8;False;True;4050410;38244
1486011;691331;42;False;female;8;True;False;4050409;44373
1832476;884878;35;True;male;3;False;False;4154434;38091
1832475;884878;34;True;male;4;False;True;4154433;39963
1832474;884878;34;True;male;3;True;False;4154435;39882
1832473;884878;35;True;male;3;True;False;4154436;38894
1915694;931507;22;False;male;8;False;False;4179461;38091
2029404;985988;1;False;male;8;False;False;4205691;38091
2029405;985988;33;True;female;4;True;False;4205690;40154
2029402;985988;39;True;male;3;True;False;4205693;39545
2029403;985988;1;False;male;8;False;False;4205692;38915
2071077;1005788;6;False;male;8;False;False;4214182;38091
2071078;1005788;12;False;female;8;False;True;4214183;44431
2071079;1005788;50;True;male;2;True;False;4214184;38199
2071076;1005788;3;False;male;8;False;False;4214181;39694
2071080;1005788;48;True;female;5;True;False;4214185;39088
2154928;1046643;22;False;male;6;False;False;13536523;38091
2154931;1046643;3;False;male;8;False;False;13536526;39498
2154930;1046643;57;False;female;8;False;True;13536525;40028
2154929;1046643;19;False;female;8;False;False;13536524;40147
2154927;1046643;49;False;male;6;True;False;13536522;44242
2237739;1084566;4;False;male;8;False;False;13556608;38091
2237738;1084566;30;True;female;4;True;False;13556607;39987
2344830;1132530;1;False;male;8;False;False;13579788;38091
2344832;1132530;34;True;male;5;True;False;13579790;39659
2344833;1132530;35;True;female;5;True;False;13579791;39888
2344831;1132530;4;False;male;8;False;False;13579789;39849
2492719;1208321;3;False;male;8;False;False;13621881;38091
2492718;1208321;9;False;male;8;False;False;13621880;39316
2492716;1208321;34;True;female;6;True;False;13621878;39987
2492717;1208321;5;False;female;8;False;True;13621879;39857
2492715;1208321;33;False;male;1;True;False;13621877;37726
2558208;1237070;14;False;male;8;False;False;13637447;38091
2558206;1237070;11;False;male;8;False;False;13637445;39498
2558209;1237070;32;False;female;8;True;False;13637448;39888
2558207;1237070;4;False;female;8;False;False;13637446;45963
2793225;1369881;33;False;male;8;False;False;13580040;38091
387288;186662;9;False;male;8;False;False;1032952;39166
387284;186662;19;False;male;8;False;True;1032956;44991
387287;186662;12;False;female;8;False;False;1032951;40064
387283;186662;11;False;male;8;False;False;1032957;39180
387286;186662;6;False;male;8;False;False;1032954;39316
387285;186662;14;False;male;8;False;False;1032955;38813
387289;186662;33;False;male;8;True;False;1032950;37927
387290;186662;39;False;female;8;True;False;1032949;39217
387291;186662;13;False;female;8;False;False;1032953;39531
735166;354742;9;False;male;8;False;False;3867006;39166
735168;354742;4;False;female;8;False;False;3867008;40064
735165;354742;38;False;female;5;True;False;3867005;38081
735167;354742;34;True;male;6;True;False;3867007;39579
876217;415552;5;False;male;8;False;False;3895860;39166
876215;415552;3;False;female;8;False;False;3895858;40245
876216;415552;34;True;male;4;True;False;3895859;39549
876218;415552;38;True;female;4;True;False;3895861;37925
938570;442309;12;False;male;8;False;False;3909789;39166
938569;442309;17;False;female;8;False;True;3909788;40061
938571;442309;51;True;male;4;True;False;3909790;40241
938572;442309;51;True;female;5;True;False;3909791;39088
1017053;475469;1;False;male;8;False;False;3927945;39166
1017054;475469;36;True;male;5;True;False;3927946;39331
1017055;475469;29;True;female;5;True;False;3927947;40020
1023875;478309;2;False;male;8;False;False;3929857;39166
1023876;478309;39;True;female;4;True;True;3929858;40066
1023877;478309;43;True;male;4;True;False;3929859;46326
1405851;649277;2;False;male;8;False;False;4028163;39166
1405853;649277;34;True;male;6;True;False;4028161;39106
1405852;649277;33;True;female;4;True;False;4028162;39336
1439505;665122;1;False;male;8;False;False;4036346;39166
1439506;665122;35;True;female;3;True;False;4036347;40140
1626699;769931;25;False;male;6;False;False;4092690;39166
1626700;769931;25;True;male;5;True;False;4092691;46354
1626698;769931;21;False;male;6;True;False;4092689;39517
1721612;823040;65;True;male;6;False;False;4121283;39166
1721611;823040;94;False;male;7;True;False;4121282;39344
1780578;856010;6;False;male;8;False;False;4139079;39166
1780574;856010;44;True;male;3;True;False;4139075;39106
1780577;856010;6;False;female;8;False;False;4139078;39975
1780575;856010;8;False;female;8;False;False;4139076;39699
1780576;856010;43;True;female;3;True;False;4139077;39376
1833885;885724;14;False;male;8;False;False;4154875;39166
1833883;885724;51;True;female;3;True;False;4154877;40173
1833884;885724;16;False;male;8;False;True;4154876;40055
1833882;885724;55;True;male;4;True;True;4154878;45980
2240329;1085784;3;False;male;8;False;False;13557288;39166
2240330;1085784;36;True;female;5;True;False;13557287;44373
2240327;1085784;44;True;male;5;True;False;13557290;37927
2240328;1085784;10;False;female;8;False;False;13557289;45022
2681603;1291311;11;False;male;8;False;False;13663704;39166
2681604;1291311;6;False;female;8;False;False;13663705;40245
2681602;1291311;36;True;female;5;True;False;13663703;39217
457725;221642;43;True;female;6;True;False;1051968;39380
457724;221642;8;False;female;8;False;False;1051967;40064
457723;221642;16;False;male;8;False;True;1051966;40055
1663824;790754;43;True;female;5;True;False;4103845;39380
1663825;790754;16;False;female;8;True;False;4103846;39996
1869813;905927;38;True;female;3;True;False;4165815;39380
1869814;905927;15;False;female;8;False;False;4165816;37857
1869812;905927;39;True;male;6;True;False;4165814;38918
2138335;1038599;33;True;female;5;True;False;13532990;39380
2138333;1038599;36;True;male;1;True;False;13532988;38761
2138332;1038599;13;False;male;8;False;False;13532987;39180
2138334;1038599;7;False;male;8;False;False;13532989;46353
2514809;1218069;36;True;female;5;True;False;13626409;39380
214891;103710;41;True;male;3;True;False;995308;39106
214890;103710;8;False;male;8;False;False;995310;39316
214889;103710;36;True;female;4;True;False;995309;40154
214892;103710;2;False;male;8;False;False;995311;45968
461600;223684;43;True;male;6;True;False;1053195;39106
461601;223684;37;True;female;5;True;False;1053196;39964
461602;223684;8;False;female;8;False;False;1053197;39975
461603;223684;14;False;male;8;False;False;1053198;39555
531463;259492;42;True;male;6;True;False;3819464;39106
531462;259492;41;True;female;3;True;False;3819463;37925
611879;296550;42;True;male;3;True;False;3836523;39106
611878;296550;40;True;female;3;True;False;3836522;38115
611877;296550;3;False;male;8;False;False;3836521;39849
613065;297099;37;True;male;6;True;False;3836823;39106
613064;297099;28;False;female;5;True;False;3836822;38975
615576;298284;38;True;male;6;True;False;3837483;39106
615577;298284;45;True;female;5;True;False;3837484;40173
615578;298284;6;False;male;8;False;False;3837485;39849
629641;304889;33;True;male;5;True;False;3841103;39106
629642;304889;30;True;female;3;True;False;3841104;40128
652617;315732;30;True;male;6;True;False;3847123;39106
713280;344882;43;True;male;6;True;False;3862502;39106
740085;356904;36;True;male;6;True;False;3868013;39106
740087;356904;7;False;female;8;False;True;3868015;40235
740086;356904;3;False;female;8;False;True;3868014;39134
740088;356904;34;False;female;4;True;False;3868016;46339
841558;401204;42;True;male;6;True;False;3888708;39106
841560;401204;10;False;female;8;False;True;3888710;40235
841559;401204;40;True;female;5;True;False;3888709;38081
841557;401204;11;False;male;8;False;False;3888707;38813
855874;407017;33;True;male;6;True;False;3891562;39106
946878;446043;40;True;male;4;True;False;3911870;39106
946880;446043;41;True;female;5;True;False;3911872;39888
946879;446043;11;False;female;8;False;False;3911871;44410
946877;446043;15;False;female;8;False;True;3911869;44971
1010024;472599;44;True;male;6;True;False;3926009;39106
1010025;472599;40;True;female;3;True;False;3926010;44230
1346033;623317;35;True;male;6;True;False;4012549;39106
1346034;623317;29;False;female;4;True;True;4012550;40169
1396621;645509;35;True;male;6;True;False;4026299;39106
1396620;645509;6;False;male;8;False;False;4026298;39498
1396622;645509;8;False;female;8;False;False;4026300;38285
1396619;645509;34;False;female;8;True;True;4026297;40075
1426354;657953;34;True;male;6;True;False;4032254;39106
1426352;657953;9;False;male;8;False;False;4032255;39498
1426353;657953;37;True;female;5;True;False;4032253;38081
1457705;675343;58;True;male;6;True;False;4041783;39106
1672423;795537;38;True;male;3;True;False;4106386;39106
1672424;795537;3;False;female;8;False;False;4106385;39975
1672425;795537;38;True;female;3;True;False;4106384;39364
1672422;795537;6;False;female;8;False;True;4106387;45074
1877936;910540;24;True;male;3;True;False;4168220;39106
1877935;910540;24;True;male;3;True;False;4168219;39293
2030530;986515;43;True;male;6;True;False;4205918;39106
2030529;986515;16;False;female;8;True;False;4205917;40199
2030528;986515;39;True;female;5;True;False;4205920;44373
2030527;986515;12;False;female;8;False;False;4205919;44410
2057129;998789;40;True;male;6;True;False;4211318;39106
2057128;998789;61;True;female;5;True;False;4211317;39997
2057130;998789;63;False;male;7;True;False;4211319;39526
2124723;1032456;35;True;male;6;True;False;13530224;39106
2124722;1032456;65;False;female;8;True;False;13530223;38302
2161697;1049728;44;True;male;4;True;False;13537887;39106
2161695;1049728;3;False;female;8;False;True;13537889;40235
2161696;1049728;33;True;female;5;True;False;13537888;38939
2275027;1102038;42;True;male;3;True;False;13565534;39106
2275026;1102038;8;False;female;8;False;False;13565533;46311
2275028;1102038;14;False;male;8;False;False;13565535;39180
2275024;1102038;41;False;female;3;True;False;13565531;39238
2275025;1102038;8;False;male;8;False;False;13565532;44911
2317723;1121087;34;True;male;4;True;False;13574329;39106
2317724;1121087;41;True;female;3;True;False;13574328;44913
19181;9655;29;True;male;2;True;False;876474;40180
19182;9655;29;True;female;1;True;False;876475;38702
462694;224265;19;False;male;8;True;False;1053933;40180
462696;224265;15;False;male;8;True;False;1053932;40180
462693;224265;15;False;male;8;False;True;1053934;40055
462695;224265;50;False;female;8;True;False;1053931;37866
1243486;575751;20;False;male;6;True;False;3983680;40180
1243484;575751;22;False;male;6;False;True;3983678;40055
1243485;575751;53;True;female;6;True;False;3983679;40100
1583160;745407;26;True;male;3;True;False;4079502;40180
1583161;745407;27;True;female;3;False;False;4079503;37857
1067854;496549;17;False;female;8;True;False;3941954;38702
1067853;496549;54;True;female;3;True;False;3941955;38799
1067857;496549;21;False;female;8;False;True;3941953;40061
1067855;496549;14;False;female;8;False;False;3941951;39699
1067856;496549;53;True;male;2;True;False;3941952;44955
1304364;603824;15;False;female;8;True;False;3999876;38702
1304361;603824;12;False;male;8;False;False;3999873;39187
