person_id;household_id;age;employed;sex;socioprofessional_class;has_driving_license;has_pt_subscription;census_person_id;hts_id
727068;351064;7;False;male;8;False;False;3865349;39166
727069;351064;5;False;male;8;False;False;3865347;39166
805915;386218;38;True;female;6;True;False;3881478;39927
805916;386218;9;False;female;8;False;False;3881479;39247
836559;399150;39;True;female;4;True;False;3887719;39927
872181;413860;35;True;female;4;True;False;3895051;39927
872180;413860;36;True;male;6;True;False;3895050;37927
872182;413860;3;False;male;8;False;False;3895052;40271
872179;413860;9;False;female;8;False;False;3895049;39531
904548;427503;35;True;female;3;True;False;3901614;39927
904550;427503;4;False;male;8;False;False;3901616;45929
904549;427503;34;True;male;3;True;True;3901615;37730
999764;468461;44;True;female;4;True;False;3923970;39927
999765;468461;15;False;female;8;False;True;3923971;40061
1070637;497709;36;True;female;4;True;False;3942503;39927
1070635;497709;1;False;male;8;False;False;3942505;45968
1070636;497709;34;True;male;4;True;False;3942504;40175
1070634;497709;11;False;male;8;False;False;3942506;44960
1126423;521741;37;True;female;4;True;False;3953836;39927
1126425;521741;38;False;male;8;True;False;3953838;39106
1126424;521741;10;False;male;8;False;True;3953837;38244
1137396;526516;42;True;female;4;True;False;3956043;39927
1137397;526516;9;False;male;8;False;False;3956044;39694
1137398;526516;2;False;female;8;False;False;3956045;46024
1137399;526516;44;True;male;4;True;False;3956046;37726
1191710;552229;31;True;female;4;True;False;3968813;39927
1191709;552229;2;False;female;8;False;False;3968812;39230
1191712;552229;30;False;male;8;True;False;3968811;38778
1191711;552229;6;False;female;8;False;False;3968810;39247
1250077;578612;41;True;female;3;True;False;3985100;39927
1250075;578612;8;False;female;8;False;False;3985098;39975
1250076;578612;39;True;male;3;True;False;3985099;37985
1320921;612044;40;True;female;4;True;False;4005064;39927
1320922;612044;7;False;female;8;False;True;4005065;39134
1356356;627924;30;True;female;4;True;False;4015509;39927
1356355;627924;59;True;female;6;True;False;4015508;39730
1486349;691525;44;True;female;4;True;False;4050517;39927
1491422;694340;40;True;female;4;True;False;4052015;39927
1491423;694340;39;True;male;3;True;False;4052014;45047
1510585;704979;37;True;female;3;True;False;4057775;39927
1510586;704979;5;False;female;8;False;True;4057774;39134
1510587;704979;40;True;male;3;True;False;4057776;39977
1616679;764279;32;False;female;4;True;False;4089589;39927
1616678;764279;29;False;female;8;True;False;4089590;40030
1683428;801664;31;False;female;8;True;False;4109736;39927
1683427;801664;29;True;male;5;True;False;4109735;39091
1683426;801664;54;False;male;8;True;False;4109734;38199
1683430;801664;18;False;female;8;True;False;4109738;39741
1683424;801664;34;False;male;8;True;False;4109732;38778
1683425;801664;54;False;female;8;True;False;4109733;40224
1683429;801664;38;False;male;8;True;False;4109737;39113
1684015;801963;42;True;female;4;True;False;4109925;39927
1684017;801963;13;False;male;8;False;False;4109927;39555
1684014;801963;11;False;male;8;False;False;4109924;39180
1684018;801963;6;False;male;8;False;True;4109928;44237
1684016;801963;46;True;male;2;True;False;4109926;38322
1696116;808619;30;True;female;4;True;False;4113549;39927
1696117;808619;2;False;female;8;False;False;4113548;39230
1741200;833941;39;True;female;4;True;False;4127213;39927
1852864;896491;42;True;female;4;True;False;4160613;39927
1852860;896491;9;False;male;8;False;False;4160609;39316
1852863;896491;47;True;male;3;True;False;4160612;40141
1852861;896491;5;False;female;8;False;False;4160610;39247
1852862;896491;12;False;male;8;False;False;4160611;38798
1857403;898989;39;True;female;4;True;False;4162045;39927
1857404;898989;13;False;male;8;False;False;4162046;38091
1857405;898989;11;False;male;8;False;False;4162047;39180
1934037;940805;42;True;female;4;True;False;4186095;39927
1934038;940805;51;True;male;5;True;False;4186096;39223
1946212;946571;35;True;female;4;True;False;4188564;39927
1946211;946571;39;True;male;4;True;False;4188565;39659
2009389;976401;38;True;female;4;True;False;4201522;39927
2009388;976401;34;True;male;4;True;False;4201521;39659
2009387;976401;8;False;male;8;False;False;4201520;37715
2025014;984001;30;False;female;8;True;False;4204732;39927
2109809;1025813;38;True;female;4;True;False;13527225;39927
2204205;1068878;42;True;female;4;True;False;13549303;39927
2204202;1068878;11;False;male;8;False;False;13549306;39180
2204203;1068878;8;False;male;8;False;False;13549305;39180
2204204;1068878;48;True;male;6;True;False;13549304;38104
2226988;1079300;35;True;female;4;True;False;13554374;39927
2226989;1079300;38;True;male;5;True;False;13554375;39344
2286661;1107408;36;True;female;2;True;False;13567908;39927
2286660;1107408;6;False;female;8;False;False;13567907;39230
2286662;1107408;41;True;male;2;True;False;13567909;40217
2292200;1109975;36;True;female;4;True;False;13569027;39927
2292201;1109975;38;True;male;3;True;False;13569028;39106
2292202;1109975;9;False;female;8;False;False;13569026;39208
2302079;1114297;36;True;female;4;True;False;13571122;39927
2302077;1114297;36;True;female;4;True;False;13571125;39336
2302080;1114297;58;True;female;5;True;False;13571123;39466
2302078;1114297;59;False;male;7;True;False;13571124;39520
2333644;1127899;34;True;female;4;True;False;13577559;39927
2333645;1127899;37;True;male;4;True;False;13577557;39106
2333643;1127899;5;False;male;8;False;False;13577558;38813
2390836;1154726;31;True;female;3;True;False;13590385;39927
2390835;1154726;31;True;male;3;True;False;13590384;45047
2419052;1170427;44;True;female;4;True;False;13599271;39927
2419053;1170427;10;False;female;8;False;False;13599272;39230
2419050;1170427;12;False;female;8;False;True;13599269;39857
2419051;1170427;9;False;female;8;False;False;13599270;39247
2419054;1170427;43;True;male;4;True;False;13599273;39805
2602096;1256104;32;True;female;4;True;False;13647532;39927
2602097;1256104;25;True;male;4;False;True;13647531;40055
2661448;1282830;38;True;female;4;True;False;13659616;39927
2661450;1282830;8;False;male;8;False;False;13659618;39316
2661449;1282830;39;True;male;4;True;False;13659617;39822
12848;6520;51;True;male;1;True;False;875098;39871
12849;6520;57;True;female;4;True;False;875099;39675
19811;9994;47;True;male;5;True;False;876606;39871
19809;9994;2;False;female;8;False;False;876604;39975
19810;9994;40;True;female;3;True;True;876605;40066
29912;15284;52;True;male;6;True;False;878692;39871
29909;15284;15;False;male;8;False;False;878695;39305
29910;15284;17;False;female;8;True;False;878694;39069
29911;15284;9;False;female;8;False;False;878691;46024
29913;15284;43;True;female;5;True;False;878693;39964
40010;20773;58;True;male;6;True;False;880729;39871
40009;20773;14;False;male;8;False;False;880728;39694
40011;20773;56;True;female;4;True;False;880730;38909
52442;27228;47;True;male;2;True;False;883275;39871
52444;27228;78;False;male;7;True;False;883277;38831
52443;27228;73;False;female;7;True;False;883276;38721
70370;35655;47;True;male;6;True;False;886943;39871
70369;35655;57;False;female;5;True;False;886942;39760
97346;48445;57;True;male;6;True;False;892368;39871
110479;54665;50;True;male;6;True;False;895135;39871
110481;54665;12;False;female;8;False;True;895137;40235
110480;54665;16;False;male;8;True;False;895136;46015
110482;54665;41;True;female;5;True;False;895138;39888
116156;57505;58;False;male;8;True;False;896298;39871
116155;57505;78;False;female;8;True;False;896297;37819
195973;94778;58;True;male;3;True;False;990598;39871
234433;113060;58;True;male;6;True;False;999322;39871
294701;141560;59;False;male;7;True;False;1014155;39871
294702;141560;57;True;female;5;True;False;1014156;40173
307179;147896;57;True;male;1;True;False;1016691;39871
307178;147896;54;True;female;3;True;False;1016690;37979
317211;153290;50;True;male;2;True;False;1018712;39871
317213;153290;49;False;female;8;True;True;1018714;46020
317212;153290;92;False;male;7;True;False;1018713;37835
326782;158144;49;False;male;8;True;False;1020731;39871
326783;158144;52;False;female;8;True;False;1020732;37866
382085;184256;59;False;male;8;True;False;1031867;39871
382084;184256;56;False;female;6;True;False;1031866;40100
388215;187090;59;True;male;6;True;False;1033143;39871
388213;187090;22;True;male;6;False;True;1033141;44991
388214;187090;56;True;female;4;True;False;1033142;46329
408533;196670;56;True;male;2;True;False;1037298;39871
408534;196670;58;True;female;4;True;False;1037299;37995
438884;211596;59;False;male;6;True;False;1045942;39871
438882;211596;24;False;male;6;True;False;1045941;40255
438883;211596;58;True;female;2;True;False;1045940;37704
473239;229793;55;False;male;8;True;False;1057285;39871
506623;247632;53;True;male;3;True;False;1068002;39871
506622;247632;52;True;female;4;True;False;1068003;39350
506624;247632;20;False;male;8;True;False;1068001;39091
515445;252286;3;False;male;8;True;False;1070773;39871
515444;252286;26;True;female;4;False;False;1070772;39318
549101;266934;45;True;male;6;True;False;3823036;39871
549102;266934;14;False;male;8;False;False;3823037;38915
563958;273265;56;True;male;5;True;False;3826026;39871
563956;273265;11;False;male;8;False;False;3826024;39555
563957;273265;48;True;female;5;True;False;3826025;39255
563955;273265;18;False;male;8;True;False;3826027;39503
697435;337278;48;True;male;3;True;False;3858544;39871
697434;337278;16;False;male;8;True;False;3858543;39091
697436;337278;21;False;male;8;True;False;3858546;40180
697433;337278;49;True;female;3;True;False;3858545;37704
697672;337391;53;True;male;3;True;False;3858598;39871
697673;337391;53;True;female;3;True;False;3858599;40239
732944;353741;49;True;male;2;True;False;3866550;39871
732943;353741;48;True;female;2;True;False;3866549;39573
732942;353741;15;False;female;8;False;True;3866548;40061
849578;404445;47;True;male;3;True;False;3890308;39871
849576;404445;14;False;male;8;False;False;3890306;39316
849577;404445;48;True;female;3;True;False;3890307;46372
855275;406781;57;True;male;3;True;False;3891444;39871
855274;406781;56;True;female;3;True;False;3891445;39466
861972;409551;45;True;male;3;True;False;3892973;39871
861971;409551;41;True;female;3;True;True;3892976;40066
861973;409551;5;False;female;8;False;True;3892974;39857
861970;409551;10;False;male;8;False;True;3892975;38279
898718;425057;47;True;male;6;True;False;3900447;39871
898720;425057;51;True;female;5;True;False;3900449;40173
898719;425057;18;False;female;8;True;False;3900448;39840
933788;440209;54;True;male;6;True;False;3908601;39871
933790;440209;81;False;male;7;True;False;3908599;39826
933789;440209;76;False;female;7;True;False;3908600;39358
1047695;488032;81;False;male;7;True;False;3936565;39871
1080220;501766;54;True;male;2;True;False;3944402;39871
1113440;515997;46;True;male;3;True;False;3951241;39871
1113438;515997;16;False;female;8;True;False;3951239;38120
1113439;515997;49;True;female;4;True;False;3951240;45989
1120297;518988;47;True;male;3;True;False;3952609;39871
1120299;518988;13;False;male;8;False;False;3952611;39498
1120298;518988;43;True;female;2;True;False;3952610;44964
1133692;524901;59;True;male;1;True;False;3955302;39871
1133691;524901;74;False;female;7;True;True;3955303;39793
1133708;524908;54;False;male;6;True;False;3955309;39871
1133707;524908;28;False;male;6;True;True;3955308;39799
1133706;524908;51;False;female;5;True;False;3955307;39088
1133705;524908;18;False;male;8;True;False;3955306;38984
1139730;527577;53;False;male;7;True;False;3956518;39871
1139731;527577;54;True;female;5;True;False;3956519;39730
1173293;543160;51;True;male;2;True;False;3964045;39871
1173292;543160;69;False;female;7;True;False;3964044;39997
1187216;550084;53;False;male;5;True;False;3967365;39871
1187218;550084;18;False;female;8;True;False;3967367;39741
1187217;550084;46;False;female;6;True;False;3967366;40173
1193825;553175;54;True;male;3;True;False;3969421;39871
1193826;553175;57;True;female;5;True;False;3969422;37882
1200477;556114;45;True;male;6;True;False;3971313;39871
1200478;556114;45;True;female;3;True;False;3971314;40100
1210441;560619;47;True;male;3;True;False;3974192;39871
1210444;560619;43;True;female;3;True;False;3974189;38213
1210445;560619;7;False;female;8;False;False;3974190;40245
1210443;560619;11;False;female;8;False;False;3974188;39247
1210442;560619;14;False;male;8;False;False;3974191;39849
1281128;593357;51;True;male;3;True;False;3994018;39871
1301762;602637;52;True;male;3;True;False;3999239;39871
1394509;644597;55;True;male;5;True;False;4025871;39871
1394510;644597;81;False;female;7;True;False;4025872;39878
1399301;646583;54;True;male;2;True;False;4026838;39871
1399302;646583;55;True;female;4;True;False;4026839;37995
1433581;661836;54;False;male;6;True;False;4034560;39871
1441137;666050;55;True;male;6;True;False;4036853;39871
1457705;675343;58;True;male;6;True;False;4041783;39871
1529723;715537;38;False;male;8;True;False;4063430;39871
1529722;715537;37;False;female;8;True;False;4063429;39673
1529721;715537;2;False;male;8;True;False;4063428;39977
1541533;722021;53;True;male;3;True;False;4066925;39871
1541532;722021;50;True;female;5;True;False;4066924;39902
1541534;722021;18;False;male;8;False;False;4066926;39672
1609197;759956;47;True;male;5;True;False;4087347;39871
1621094;766703;75;False;male;7;True;False;4090942;39871
1631472;772554;50;True;male;3;True;False;4094148;39871
1631474;772554;19;False;male;8;True;False;4094145;40085
1631473;772554;49;True;female;3;True;False;4094147;46004
1631475;772554;17;False;female;8;True;False;4094146;39994
1687789;804041;58;True;male;5;True;False;4111050;39871
1745471;836361;57;True;male;6;True;False;4128558;39871
1774399;852586;55;False;male;8;True;False;4137199;39871
1774400;852586;41;True;male;5;True;False;4137200;37726
1781734;856719;70;False;male;7;True;False;4139424;39871
1781733;856719;62;False;female;8;False;False;4139423;37703
1812961;873995;50;True;male;6;True;False;4148707;39871
1816642;876070;59;True;male;3;True;False;4149815;39871
1828855;882919;55;True;male;3;True;False;4153397;39871
1828856;882919;20;False;female;8;False;True;4153398;40061
1828857;882919;52;True;female;4;True;False;4153399;37995
1880954;912194;49;True;male;6;True;False;4169105;39871
1887075;915575;51;True;male;3;True;False;4170936;39871
1887074;915575;18;False;female;8;False;True;4170938;40061
1887076;915575;14;False;female;8;False;False;4170937;46024
1887073;915575;51;True;female;3;True;False;4170939;40224
1889627;916972;52;True;male;6;True;False;4171697;39871
1889626;916972;46;True;female;5;True;False;4171696;39492
1932096;939880;45;True;male;3;True;False;4185714;39871
1932099;939880;11;False;male;8;False;False;4185717;39316
1932097;939880;14;False;female;8;False;True;4185715;39134
1932098;939880;45;True;female;4;True;False;4185716;37866
1942812;944984;56;True;male;1;True;False;4187879;39871
1942811;944984;54;True;female;4;True;True;4187877;39306
1942810;944984;19;False;male;8;False;False;4187878;39305
1956924;951359;49;True;male;6;True;False;4190778;39871
1956922;951359;19;True;male;6;False;True;4190779;44991
1956923;951359;49;True;female;5;True;False;4190780;39724
1964797;955260;53;True;male;6;True;False;4192355;39871
1964798;955260;59;True;female;2;True;False;4192354;37866
1984327;964897;50;True;male;2;True;False;4196380;39871
1984326;964897;48;False;female;8;True;False;4196379;37704
2048237;994434;48;True;male;1;True;False;4209486;39871
2048235;994434;15;False;male;8;False;False;4209487;37000
2048234;994434;50;True;female;4;True;False;4209488;37995
2048236;994434;15;False;female;8;True;False;4209485;40193
2093108;1016856;53;True;male;2;True;False;4219766;39871
2093106;1016856;24;False;female;8;False;True;4219768;40061
2093107;1016856;22;False;female;8;False;True;4219769;40061
2093109;1016856;52;True;female;3;True;False;4219767;45923
2103144;1022553;59;True;male;3;True;False;4222908;39871
2103143;1022553;15;False;female;8;True;False;4222907;38702
2103142;1022553;19;False;male;8;False;True;4222906;39158
2103141;1022553;47;True;female;4;True;False;4222905;45039
2104561;1023334;46;True;male;6;True;False;4223336;39871
2104562;1023334;7;False;female;8;False;False;4223337;46024
2104560;1023334;39;True;female;5;True;False;4223335;39964
2104559;1023334;9;False;male;8;False;False;4223334;38798
2124774;1032476;47;True;male;3;True;False;13530235;39871
2124771;1032476;18;False;male;8;True;False;13530232;39341
2124773;1032476;45;True;female;4;True;False;13530234;39557
2124772;1032476;15;False;male;8;True;False;13530233;40091
2129336;1034527;46;True;male;1;True;False;13531171;39871
2129339;1034527;16;False;female;8;True;False;13531170;40020
2129338;1034527;48;True;female;5;True;True;13531169;46020
2129337;1034527;12;False;male;8;False;False;13531172;39498
2194771;1064688;47;True;male;6;True;False;13546636;39871
2194772;1064688;18;False;male;8;True;False;13546635;45978
2194774;1064688;14;False;female;8;False;False;13546633;39247
2194773;1064688;46;True;female;5;True;False;13546634;38707
2221886;1076938;59;True;male;1;True;False;13553366;39871
2221887;1076938;57;True;female;1;True;False;13553367;39088
2221885;1076938;26;False;male;8;True;False;13553365;40076
2227079;1079342;47;True;male;3;True;False;13554393;39871
2227080;1079342;14;False;male;8;False;False;13554392;38813
2227082;1079342;48;True;female;5;True;False;13554391;45991
2227081;1079342;16;False;male;8;True;False;13554390;44926
2282762;1105599;54;True;male;6;True;False;13567127;39871
2282765;1105599;27;True;male;2;False;True;13567130;40055
2282764;1105599;17;True;female;6;False;False;13567129;39992
2282766;1105599;5;False;male;8;False;False;13567131;39498
2282763;1105599;46;True;female;5;False;False;13567128;44440
2286851;1107500;47;True;male;5;True;False;13567946;39871
2286850;1107500;11;False;male;8;False;False;13567945;39498
2286852;1107500;45;True;female;4;True;False;13567944;39820
2290988;1109430;45;True;male;6;True;False;13568780;39871
2291757;1109789;59;True;male;6;True;False;13568936;39871
2291756;1109789;61;False;female;7;False;False;13568935;39119
2307734;1116759;45;True;male;6;True;False;13572263;39871
2315639;1120235;53;True;male;6;True;False;13573908;39871
2315641;1120235;24;True;female;5;True;True;13573910;40213
2315640;1120235;51;True;female;6;True;False;13573909;46004
2338759;1129996;45;True;male;3;True;False;13578575;39871
2338760;1129996;48;True;female;4;True;False;13578576;38228
2338758;1129996;18;False;male;8;True;False;13578577;40076
2338757;1129996;16;False;male;8;True;False;13578578;39503
2347177;1133518;26;True;male;5;True;False;13580325;39871
2357757;1138506;50;True;male;6;True;False;13582422;39871
2357755;1138506;50;True;female;5;True;False;13582425;44947
2357758;1138506;18;False;male;8;True;True;13582423;39799
2357756;1138506;23;True;male;6;True;False;13582424;39828
2366620;1142567;53;True;male;6;True;False;13584228;39871
2366621;1142567;51;True;female;6;True;False;13584229;38890
2415437;1168427;54;False;male;7;True;False;13598145;39871
2415438;1168427;23;False;female;8;True;False;13598146;40030
2415439;1168427;50;False;female;5;True;False;13598144;40143
2426775;1174802;49;True;male;5;True;False;13601709;39871
2436160;1179732;58;True;male;6;True;False;13604253;39871
2436159;1179732;46;True;female;5;True;False;13604252;40173
2457059;1190221;49;True;male;3;True;False;13610658;39871
2463556;1193469;53;True;male;3;True;False;13612715;39871
2463554;1193469;17;False;male;8;False;True;13612713;39158
2463555;1193469;57;True;female;4;True;False;13612714;39820
2516684;1218899;46;True;male;1;True;False;13626779;39871
2516683;1218899;78;False;male;7;True;False;13626781;39764
2516682;1218899;74;False;female;7;True;False;13626780;39512
2529857;1224516;52;True;male;3;True;False;13630195;39871
2529856;1224516;19;True;male;6;True;False;13630194;38891
2529858;1224516;49;True;female;5;True;False;13630196;45067
2536581;1227477;45;True;male;6;True;False;13632077;39871
2536579;1227477;13;False;female;8;False;True;13632079;39134
2536580;1227477;49;True;female;6;True;True;13632080;46020
2536582;1227477;12;False;male;8;False;False;13632078;39787
2543657;1230650;57;True;male;6;True;False;13634139;39871
2543658;1230650;54;False;female;6;True;False;13634140;44402
2543803;1230715;57;False;male;7;True;False;13634170;39871
2543804;1230715;58;False;female;8;True;False;13634169;39025
2567825;1241358;54;False;male;6;True;False;13640341;39871
2567824;1241358;17;True;male;1;True;False;13640342;40085
2577512;1245306;47;True;male;3;True;False;13642550;39871
2577509;1245306;9;False;male;8;False;False;13642551;39316
2577511;1245306;3;False;male;8;False;False;13642549;39849
2577510;1245306;40;True;female;3;True;False;13642548;39888
2588730;1249961;56;True;male;6;True;False;13644789;39871
2588729;1249961;20;True;male;4;True;False;13644788;39091
2588728;1249961;45;True;female;6;True;False;13644787;46374
2593275;1252034;54;True;male;6;True;False;13645769;39871
2593276;1252034;81;False;female;7;True;False;13645770;39225
2594467;1252592;52;False;male;8;True;False;13646007;39871
2594468;1252592;73;False;female;7;True;False;13646008;39372
2594466;1252592;78;False;male;7;True;False;13646006;37835
2596283;1253440;50;True;male;2;True;False;13646379;39871
2596285;1253440;19;True;male;6;False;True;13646381;40055
2596282;1253440;11;False;female;8;False;True;13646378;38191
2596284;1253440;47;True;female;6;True;False;13646380;40277
2597890;1254143;46;True;male;2;True;False;13646694;39871
2597891;1254143;9;False;female;8;False;False;13646695;45963
2597893;1254143;7;False;male;8;False;False;13646697;39187
2597892;1254143;43;True;female;4;True;False;13646696;37925
2625502;1266861;51;True;male;5;True;False;13652287;39871
2625501;1266861;44;True;female;5;True;False;13652286;39964
2654272;1279507;53;True;male;6;True;False;13658194;39871
2654276;1279507;3;False;female;8;False;True;13658190;37739
2654273;1279507;18;False;female;8;False;True;13658193;45975
2654275;1279507;35;False;female;8;True;False;13658189;38081
2654274;1279507;14;False;male;8;False;False;13658192;38798
2654277;1279507;9;False;female;8;False;False;13658191;46311
2698606;1299381;54;True;male;3;True;False;13668682;39871
2698607;1299381;54;True;female;5;True;False;13668683;45991
2702705;1301297;47;True;male;6;True;False;13670014;39871
2702707;1301297;18;False;male;8;False;False;13670016;37000
2702706;1301297;47;True;female;6;True;False;13670015;45989
2728589;1313575;53;True;male;6;True;False;13678348;39871
2728590;1313575;51;True;female;5;True;False;13678347;40173
2732437;1315395;50;True;male;6;True;False;13679566;39871
2732438;1315395;13;False;male;8;False;False;13679567;39694
2732436;1315395;52;True;female;6;True;False;13679569;39701
2732435;1315395;19;True;male;6;True;False;13679568;40255
2790335;1366991;16;True;male;6;True;False;13550959;39871
2793989;1370645;19;False;male;8;True;False;13602245;39871
1914;1097;6;False;male;8;False;False;872834;39316
1915;1097;56;False;male;8;True;True;872835;38697
1916;1097;9;False;female;8;False;False;872836;38285
17454;8748;13;False;male;8;False;False;876124;39316
17456;8748;44;True;male;1;True;False;876126;44379
17453;8748;6;False;male;8;False;False;876123;46353
17455;8748;41;True;female;3;True;False;876125;45997
21740;10926;5;False;male;8;False;False;876997;39316
21741;10926;28;True;female;5;True;False;876998;38120
27581;14030;7;False;male;8;False;False;878230;39316
27583;14030;15;False;female;8;True;False;878232;39352
27580;14030;43;True;male;2;True;False;878229;45047
27582;14030;12;False;female;8;False;False;878231;39208
27584;14030;37;True;female;6;True;False;878233;44976
27585;14030;18;False;female;8;False;True;878234;37923
59717;30779;1;False;male;8;False;False;884737;39316
59714;30779;51;True;male;4;True;False;884740;40000
59716;30779;21;True;male;6;True;True;884738;39799
59715;30779;35;True;female;5;True;False;884739;38081
117820;58281;2;False;male;8;False;False;896641;39316
117822;58281;5;False;female;8;False;False;896639;38285
117821;58281;30;False;female;8;True;False;896638;39864
117819;58281;34;True;male;4;True;False;896640;39916
124788;61715;9;False;male;8;False;False;898098;39316
124785;61715;11;False;female;8;False;False;898100;39208
124786;61715;33;False;female;5;True;True;898099;38206
