owner_id;mode;vehicle_id;type_id;critair;technology;age;euro
1356009;car;1356009:car;default_car;Crit'air 1;Gazole;0;6
1839715;car;1839715:car;default_car;Crit'air 1;Gazole;0;6
1942748;car;1942748:car;default_car;Crit'air 1;Gazole;0;6
1942747;car;1942747:car;default_car;Crit'air 1;Gazole;0;6
1966017;car;1966017:car;default_car;Crit'air 1;Gazole;0;6
1966016;car;1966016:car;default_car;Crit'air 1;Gazole;0;6
2011290;car;2011290:car;default_car;Crit'air 1;Gazole;0;6
2011291;car;2011291:car;default_car;Crit'air 1;Gazole;0;6
2182306;car;2182306:car;default_car;Crit'air 1;Gazole;0;6
2182307;car;2182307:car;default_car;Crit'air 1;Gazole;0;6
2209381;car;2209381:car;default_car;Crit'air 1;Gazole;0;6
2209380;car;2209380:car;default_car;Crit'air 1;Gazole;0;6
2396649;car;2396649:car;default_car;Crit'air 1;Gazole;0;6
2396648;car;2396648:car;default_car;Crit'air 1;Gazole;0;6
2440510;car;2440510:car;default_car;Crit'air 1;Gazole;0;6
2440509;car;2440509:car;default_car;Crit'air 1;Gazole;0;6
2458156;car;2458156:car;default_car;Crit'air 1;Gazole;0;6
2463140;car;2463140:car;default_car;Crit'air 1;Gazole;0;6
2465364;car;2465364:car;default_car;Crit'air 1;Gazole;0;6
2477633;car;2477633:car;default_car;Crit'air 1;Gazole;0;6
2477634;car;2477634:car;default_car;Crit'air 1;Gazole;0;6
2535184;car;2535184:car;default_car;Crit'air 1;Gazole;0;6
162;car;162:car;default_car;Crit'air 1;Gazole;0;6
163;car;163:car;default_car;Crit'air 1;Gazole;0;6
164;car;164:car;default_car;Crit'air 1;Gazole;0;6
66966;car;66966:car;default_car;Crit'air 1;Gazole;0;6
66967;car;66967:car;default_car;Crit'air 1;Gazole;0;6
66965;car;66965:car;default_car;Crit'air 1;Gazole;0;6
172864;car;172864:car;default_car;Crit'air 1;Gazole;0;6
213452;car;213452:car;default_car;Crit'air 1;Gazole;0;6
213449;car;213449:car;default_car;Crit'air 1;Gazole;0;6
213451;car;213451:car;default_car;Crit'air 1;Gazole;0;6
213450;car;213450:car;default_car;Crit'air 1;Gazole;0;6
213447;car;213447:car;default_car;Crit'air 1;Gazole;0;6
213448;car;213448:car;default_car;Crit'air 1;Gazole;0;6
253215;car;253215:car;default_car;Crit'air 1;Gazole;0;6
253214;car;253214:car;default_car;Crit'air 1;Gazole;0;6
347930;car;347930:car;default_car;Crit'air 1;Gazole;0;6
347929;car;347929:car;default_car;Crit'air 1;Gazole;0;6
347928;car;347928:car;default_car;Crit'air 1;Gazole;0;6
347931;car;347931:car;default_car;Crit'air 1;Gazole;0;6
359539;car;359539:car;default_car;Crit'air 1;Gazole;0;6
480342;car;480342:car;default_car;Crit'air 1;Gazole;0;6
480341;car;480341:car;default_car;Crit'air 1;Gazole;0;6
480340;car;480340:car;default_car;Crit'air 1;Gazole;0;6
531079;car;531079:car;default_car;Crit'air 1;Gazole;0;6
531077;car;531077:car;default_car;Crit'air 1;Gazole;0;6
531078;car;531078:car;default_car;Crit'air 1;Gazole;0;6
546105;car;546105:car;default_car;Crit'air 1;Gazole;0;6
546106;car;546106:car;default_car;Crit'air 1;Gazole;0;6
546104;car;546104:car;default_car;Crit'air 1;Gazole;0;6
567419;car;567419:car;default_car;Crit'air 1;Gazole;0;6
567420;car;567420:car;default_car;Crit'air 1;Gazole;0;6
567421;car;567421:car;default_car;Crit'air 1;Gazole;0;6
587038;car;587038:car;default_car;Crit'air 1;Gazole;0;6
587037;car;587037:car;default_car;Crit'air 1;Gazole;0;6
587036;car;587036:car;default_car;Crit'air 1;Gazole;0;6
587035;car;587035:car;default_car;Crit'air 1;Gazole;0;6
614180;car;614180:car;default_car;Crit'air 1;Gazole;0;6
614181;car;614181:car;default_car;Crit'air 1;Gazole;0;6
614179;car;614179:car;default_car;Crit'air 1;Gazole;0;6
671900;car;671900:car;default_car;Crit'air 1;Gazole;0;6
671901;car;671901:car;default_car;Crit'air 1;Gazole;0;6
671898;car;671898:car;default_car;Crit'air 1;Gazole;0;6
671899;car;671899:car;default_car;Crit'air 1;Gazole;0;6
684463;car;684463:car;default_car;Crit'air 1;Gazole;0;6
684465;car;684465:car;default_car;Crit'air 1;Gazole;0;6
684464;car;684464:car;default_car;Crit'air 1;Gazole;0;6
714015;car;714015:car;default_car;Crit'air 1;Gazole;0;6
727067;car;727067:car;default_car;Crit'air 1;Gazole;0;6
727068;car;727068:car;default_car;Crit'air 1;Gazole;0;6
727069;car;727069:car;default_car;Crit'air 1;Gazole;0;6
805915;car;805915:car;default_car;Crit'air 1;Gazole;0;6
805916;car;805916:car;default_car;Crit'air 1;Gazole;0;6
836559;car;836559:car;default_car;Crit'air 1;Gazole;0;6
872181;car;872181:car;default_car;Crit'air 1;Gazole;0;6
872180;car;872180:car;default_car;Crit'air 1;Gazole;0;6
872182;car;872182:car;default_car;Crit'air 1;Gazole;0;6
872179;car;872179:car;default_car;Crit'air 1;Gazole;0;6
904548;car;904548:car;default_car;Crit'air 1;Gazole;0;6
904550;car;904550:car;default_car;Crit'air 1;Gazole;0;6
904549;car;904549:car;default_car;Crit'air 1;Gazole;0;6
999764;car;999764:car;default_car;Crit'air 1;Gazole;0;6
999765;car;999765:car;default_car;Crit'air 1;Gazole;0;6
1070637;car;1070637:car;default_car;Crit'air 1;Gazole;0;6
1070635;car;1070635:car;default_car;Crit'air 1;Gazole;0;6
1070636;car;1070636:car;default_car;Crit'air 1;Gazole;0;6
1070634;car;1070634:car;default_car;Crit'air 1;Gazole;0;6
1126423;car;1126423:car;default_car;Crit'air 1;Gazole;0;6
1126425;car;1126425:car;default_car;Crit'air 1;Gazole;0;6
1126424;car;1126424:car;default_car;Crit'air 1;Gazole;0;6
1137396;car;1137396:car;default_car;Crit'air 1;Gazole;0;6
1137397;car;1137397:car;default_car;Crit'air 1;Gazole;0;6
1137398;car;1137398:car;default_car;Crit'air 1;Gazole;0;6
1137399;car;1137399:car;default_car;Crit'air 1;Gazole;0;6
1191710;car;1191710:car;default_car;Crit'air 1;Gazole;0;6
1191709;car;1191709:car;default_car;Crit'air 1;Gazole;0;6
1191712;car;1191712:car;default_car;Crit'air 1;Gazole;0;6
1191711;car;1191711:car;default_car;Crit'air 1;Gazole;0;6
1250077;car;1250077:car;default_car;Crit'air 1;Gazole;0;6
1250075;car;1250075:car;default_car;Crit'air 1;Gazole;0;6
1250076;car;1250076:car;default_car;Crit'air 1;Gazole;0;6
1320921;car;1320921:car;default_car;Crit'air 1;Gazole;0;6
1320922;car;1320922:car;default_car;Crit'air 1;Gazole;0;6
1356356;car;1356356:car;default_car;Crit'air 1;Gazole;0;6
1356355;car;1356355:car;default_car;Crit'air 1;Gazole;0;6
1486349;car;1486349:car;default_car;Crit'air 1;Gazole;0;6
1491422;car;1491422:car;default_car;Crit'air 1;Gazole;0;6
1491423;car;1491423:car;default_car;Crit'air 1;Gazole;0;6
1510585;car;1510585:car;default_car;Crit'air 1;Gazole;0;6
1510586;car;1510586:car;default_car;Crit'air 1;Gazole;0;6
1510587;car;1510587:car;default_car;Crit'air 1;Gazole;0;6
1616679;car;1616679:car;default_car;Crit'air 1;Gazole;0;6
1616678;car;1616678:car;default_car;Crit'air 1;Gazole;0;6
1683428;car;1683428:car;default_car;Crit'air 1;Gazole;0;6
1683427;car;1683427:car;default_car;Crit'air 1;Gazole;0;6
1683426;car;1683426:car;default_car;Crit'air 1;Gazole;0;6
1683430;car;1683430:car;default_car;Crit'air 1;Gazole;0;6
1683424;car;1683424:car;default_car;Crit'air 1;Gazole;0;6
1683425;car;1683425:car;default_car;Crit'air 1;Gazole;0;6
1683429;car;1683429:car;default_car;Crit'air 1;Gazole;0;6
1684015;car;1684015:car;default_car;Crit'air 1;Gazole;0;6
1684017;car;1684017:car;default_car;Crit'air 1;Gazole;0;6
1684014;car;1684014:car;default_car;Crit'air 1;Gazole;0;6
1684018;car;1684018:car;default_car;Crit'air 1;Gazole;0;6
1684016;car;1684016:car;default_car;Crit'air 1;Gazole;0;6
1696116;car;1696116:car;default_car;Crit'air 1;Gazole;0;6
1696117;car;1696117:car;default_car;Crit'air 1;Gazole;0;6
1741200;car;1741200:car;default_car;Crit'air 1;Gazole;0;6
1852864;car;1852864:car;default_car;Crit'air 1;Gazole;0;6
1852860;car;1852860:car;default_car;Crit'air 1;Gazole;0;6
1852863;car;1852863:car;default_car;Crit'air 1;Gazole;0;6
1852861;car;1852861:car;default_car;Crit'air 1;Gazole;0;6
1852862;car;1852862:car;default_car;Crit'air 1;Gazole;0;6
1857403;car;1857403:car;default_car;Crit'air 1;Gazole;0;6
1857404;car;1857404:car;default_car;Crit'air 1;Gazole;0;6
1857405;car;1857405:car;default_car;Crit'air 1;Gazole;0;6
1934037;car;1934037:car;default_car;Crit'air 1;Gazole;0;6
1934038;car;1934038:car;default_car;Crit'air 1;Gazole;0;6
1946212;car;1946212:car;default_car;Crit'air 1;Gazole;0;6
1946211;car;1946211:car;default_car;Crit'air 1;Gazole;0;6
2009389;car;2009389:car;default_car;Crit'air 1;Gazole;0;6
2009388;car;2009388:car;default_car;Crit'air 1;Gazole;0;6
2009387;car;2009387:car;default_car;Crit'air 1;Gazole;0;6
2025014;car;2025014:car;default_car;Crit'air 1;Gazole;0;6
2109809;car;2109809:car;default_car;Crit'air 1;Gazole;0;6
2204205;car;2204205:car;default_car;Crit'air 1;Gazole;0;6
2204202;car;2204202:car;default_car;Crit'air 1;Gazole;0;6
2204203;car;2204203:car;default_car;Crit'air 1;Gazole;0;6
2204204;car;2204204:car;default_car;Crit'air 1;Gazole;0;6
2226988;car;2226988:car;default_car;Crit'air 1;Gazole;0;6
2226989;car;2226989:car;default_car;Crit'air 1;Gazole;0;6
2286661;car;2286661:car;default_car;Crit'air 1;Gazole;0;6
2286660;car;2286660:car;default_car;Crit'air 1;Gazole;0;6
2286662;car;2286662:car;default_car;Crit'air 1;Gazole;0;6
2292200;car;2292200:car;default_car;Crit'air 1;Gazole;0;6
2292201;car;2292201:car;default_car;Crit'air 1;Gazole;0;6
2292202;car;2292202:car;default_car;Crit'air 1;Gazole;0;6
2302079;car;2302079:car;default_car;Crit'air 1;Gazole;0;6
2302077;car;2302077:car;default_car;Crit'air 1;Gazole;0;6
2302080;car;2302080:car;default_car;Crit'air 1;Gazole;0;6
2302078;car;2302078:car;default_car;Crit'air 1;Gazole;0;6
2333644;car;2333644:car;default_car;Crit'air 1;Gazole;0;6
2333645;car;2333645:car;default_car;Crit'air 1;Gazole;0;6
2333643;car;2333643:car;default_car;Crit'air 1;Gazole;0;6
2390836;car;2390836:car;default_car;Crit'air 1;Gazole;0;6
2390835;car;2390835:car;default_car;Crit'air 1;Gazole;0;6
2419052;car;2419052:car;default_car;Crit'air 1;Gazole;0;6
2419053;car;2419053:car;default_car;Crit'air 1;Gazole;0;6
2419050;car;2419050:car;default_car;Crit'air 1;Gazole;0;6
2419051;car;2419051:car;default_car;Crit'air 1;Gazole;0;6
2419054;car;2419054:car;default_car;Crit'air 1;Gazole;0;6
2602096;car;2602096:car;default_car;Crit'air 1;Gazole;0;6
2602097;car;2602097:car;default_car;Crit'air 1;Gazole;0;6
2661448;car;2661448:car;default_car;Crit'air 1;Gazole;0;6
2661450;car;2661450:car;default_car;Crit'air 1;Gazole;0;6
2661449;car;2661449:car;default_car;Crit'air 1;Gazole;0;6
12848;car;12848:car;default_car;Crit'air 1;Gazole;0;6
12849;car;12849:car;default_car;Crit'air 1;Gazole;0;6
19811;car;19811:car;default_car;Crit'air 1;Gazole;0;6
19809;car;19809:car;default_car;Crit'air 1;Gazole;0;6
19810;car;19810:car;default_car;Crit'air 1;Gazole;0;6
29912;car;29912:car;default_car;Crit'air 1;Gazole;0;6
29909;car;29909:car;default_car;Crit'air 1;Gazole;0;6
29910;car;29910:car;default_car;Crit'air 1;Gazole;0;6
29911;car;29911:car;default_car;Crit'air 1;Gazole;0;6
29913;car;29913:car;default_car;Crit'air 1;Gazole;0;6
40010;car;40010:car;default_car;Crit'air 1;Gazole;0;6
40009;car;40009:car;default_car;Crit'air 1;Gazole;0;6
40011;car;40011:car;default_car;Crit'air 1;Gazole;0;6
52442;car;52442:car;default_car;Crit'air 1;Gazole;0;6
52444;car;52444:car;default_car;Crit'air 1;Gazole;0;6
52443;car;52443:car;default_car;Crit'air 1;Gazole;0;6
70370;car;70370:car;default_car;Crit'air 1;Gazole;0;6
70369;car;70369:car;default_car;Crit'air 1;Gazole;0;6
97346;car;97346:car;default_car;Crit'air 1;Gazole;0;6
110479;car;110479:car;default_car;Crit'air 1;Gazole;0;6
110481;car;110481:car;default_car;Crit'air 1;Gazole;0;6
110480;car;110480:car;default_car;Crit'air 1;Gazole;0;6
110482;car;110482:car;default_car;Crit'air 1;Gazole;0;6
116156;car;116156:car;default_car;Crit'air 1;Gazole;0;6
116155;car;116155:car;default_car;Crit'air 1;Gazole;0;6
195973;car;195973:car;default_car;Crit'air 1;Gazole;0;6
234433;car;234433:car;default_car;Crit'air 1;Gazole;0;6
294701;car;294701:car;default_car;Crit'air 1;Gazole;0;6
294702;car;294702:car;default_car;Crit'air 1;Gazole;0;6
307179;car;307179:car;default_car;Crit'air 1;Gazole;0;6
307178;car;307178:car;default_car;Crit'air 1;Gazole;0;6
317211;car;317211:car;default_car;Crit'air 1;Gazole;0;6
317213;car;317213:car;default_car;Crit'air 1;Gazole;0;6
317212;car;317212:car;default_car;Crit'air 1;Gazole;0;6
326782;car;326782:car;default_car;Crit'air 1;Gazole;0;6
326783;car;326783:car;default_car;Crit'air 1;Gazole;0;6
382085;car;382085:car;default_car;Crit'air 1;Gazole;0;6
382084;car;382084:car;default_car;Crit'air 1;Gazole;0;6
388215;car;388215:car;default_car;Crit'air 1;Gazole;0;6
388213;car;388213:car;default_car;Crit'air 1;Gazole;0;6
388214;car;388214:car;default_car;Crit'air 1;Gazole;0;6
408533;car;408533:car;default_car;Crit'air 1;Gazole;0;6
408534;car;408534:car;default_car;Crit'air 1;Gazole;0;6
438884;car;438884:car;default_car;Crit'air 1;Gazole;0;6
438882;car;438882:car;default_car;Crit'air 1;Gazole;0;6
438883;car;438883:car;default_car;Crit'air 1;Gazole;0;6
473239;car;473239:car;default_car;Crit'air 1;Gazole;0;6
506623;car;506623:car;default_car;Crit'air 1;Gazole;0;6
506622;car;506622:car;default_car;Crit'air 1;Gazole;0;6
506624;car;506624:car;default_car;Crit'air 1;Gazole;0;6
515445;car;515445:car;default_car;Crit'air 1;Gazole;0;6
515444;car;515444:car;default_car;Crit'air 1;Gazole;0;6
549101;car;549101:car;default_car;Crit'air 1;Gazole;0;6
549102;car;549102:car;default_car;Crit'air 1;Gazole;0;6
563958;car;563958:car;default_car;Crit'air 1;Gazole;0;6
563956;car;563956:car;default_car;Crit'air 1;Gazole;0;6
563957;car;563957:car;default_car;Crit'air 1;Gazole;0;6
563955;car;563955:car;default_car;Crit'air 1;Gazole;0;6
697435;car;697435:car;default_car;Crit'air 1;Gazole;0;6
697434;car;697434:car;default_car;Crit'air 1;Gazole;0;6
697436;car;697436:car;default_car;Crit'air 1;Gazole;0;6
697433;car;697433:car;default_car;Crit'air 1;Gazole;0;6
697672;car;697672:car;default_car;Crit'air 1;Gazole;0;6
697673;car;697673:car;default_car;Crit'air 1;Gazole;0;6
732944;car;732944:car;default_car;Crit'air 1;Gazole;0;6
732943;car;732943:car;default_car;Crit'air 1;Gazole;0;6
732942;car;732942:car;default_car;Crit'air 1;Gazole;0;6
849578;car;849578:car;default_car;Crit'air 1;Gazole;0;6
849576;car;849576:car;default_car;Crit'air 1;Gazole;0;6
849577;car;849577:car;default_car;Crit'air 1;Gazole;0;6
855275;car;855275:car;default_car;Crit'air 1;Gazole;0;6
855274;car;855274:car;default_car;Crit'air 1;Gazole;0;6
861972;car;861972:car;default_car;Crit'air 1;Gazole;0;6
861971;car;861971:car;default_car;Crit'air 1;Gazole;0;6
861973;car;861973:car;default_car;Crit'air 1;Gazole;0;6
861970;car;861970:car;default_car;Crit'air 1;Gazole;0;6
898718;car;898718:car;default_car;Crit'air 1;Gazole;0;6
898720;car;898720:car;default_car;Crit'air 1;Gazole;0;6
898719;car;898719:car;default_car;Crit'air 1;Gazole;0;6
933788;car;933788:car;default_car;Crit'air 1;Gazole;0;6
933790;car;933790:car;default_car;Crit'air 1;Gazole;0;6
933789;car;933789:car;default_car;Crit'air 1;Gazole;0;6
1047695;car;1047695:car;default_car;Crit'air 1;Gazole;0;6
1080220;car;1080220:car;default_car;Crit'air 1;Gazole;0;6
1113440;car;1113440:car;default_car;Crit'air 1;Gazole;0;6
1113438;car;1113438:car;default_car;Crit'air 1;Gazole;0;6
1113439;car;1113439:car;default_car;Crit'air 1;Gazole;0;6
1120297;car;1120297:car;default_car;Crit'air 1;Gazole;0;6
1120299;car;1120299:car;default_car;Crit'air 1;Gazole;0;6
1120298;car;1120298:car;default_car;Crit'air 1;Gazole;0;6
1133692;car;1133692:car;default_car;Crit'air 1;Gazole;0;6
1133691;car;1133691:car;default_car;Crit'air 1;Gazole;0;6
1133708;car;1133708:car;default_car;Crit'air 1;Gazole;0;6
1133707;car;1133707:car;default_car;Crit'air 1;Gazole;0;6
1133706;car;1133706:car;default_car;Crit'air 1;Gazole;0;6
1133705;car;1133705:car;default_car;Crit'air 1;Gazole;0;6
1139730;car;1139730:car;default_car;Crit'air 1;Gazole;0;6
1139731;car;1139731:car;default_car;Crit'air 1;Gazole;0;6
1173293;car;1173293:car;default_car;Crit'air 1;Gazole;0;6
1173292;car;1173292:car;default_car;Crit'air 1;Gazole;0;6
1187216;car;1187216:car;default_car;Crit'air 1;Gazole;0;6
1187218;car;1187218:car;default_car;Crit'air 1;Gazole;0;6
1187217;car;1187217:car;default_car;Crit'air 1;Gazole;0;6
1193825;car;1193825:car;default_car;Crit'air 1;Gazole;0;6
1193826;car;1193826:car;default_car;Crit'air 1;Gazole;0;6
1200477;car;1200477:car;default_car;Crit'air 1;Gazole;0;6
1200478;car;1200478:car;default_car;Crit'air 1;Gazole;0;6
1210441;car;1210441:car;default_car;Crit'air 1;Gazole;0;6
1210444;car;1210444:car;default_car;Crit'air 1;Gazole;0;6
1210445;car;1210445:car;default_car;Crit'air 1;Gazole;0;6
1210443;car;1210443:car;default_car;Crit'air 1;Gazole;0;6
1210442;car;1210442:car;default_car;Crit'air 1;Gazole;0;6
1281128;car;1281128:car;default_car;Crit'air 1;Gazole;0;6
1301762;car;1301762:car;default_car;Crit'air 1;Gazole;0;6
1394509;car;1394509:car;default_car;Crit'air 1;Gazole;0;6
1394510;car;1394510:car;default_car;Crit'air 1;Gazole;0;6
1399301;car;1399301:car;default_car;Crit'air 1;Gazole;0;6
1399302;car;1399302:car;default_car;Crit'air 1;Gazole;0;6
1433581;car;1433581:car;default_car;Crit'air 1;Gazole;0;6
1441137;car;1441137:car;default_car;Crit'air 1;Gazole;0;6
1457705;car;1457705:car;default_car;Crit'air 1;Gazole;0;6
1529723;car;1529723:car;default_car;Crit'air 1;Gazole;0;6
1529722;car;1529722:car;default_car;Crit'air 1;Gazole;0;6
1529721;car;1529721:car;default_car;Crit'air 1;Gazole;0;6
1541533;car;1541533:car;default_car;Crit'air 1;Gazole;0;6
1541532;car;1541532:car;default_car;Crit'air 1;Gazole;0;6
1541534;car;1541534:car;default_car;Crit'air 1;Gazole;0;6
1609197;car;1609197:car;default_car;Crit'air 1;Gazole;0;6
1621094;car;1621094:car;default_car;Crit'air 1;Gazole;0;6
1631472;car;1631472:car;default_car;Crit'air 1;Gazole;0;6
1631474;car;1631474:car;default_car;Crit'air 1;Gazole;0;6
1631473;car;1631473:car;default_car;Crit'air 1;Gazole;0;6
1631475;car;1631475:car;default_car;Crit'air 1;Gazole;0;6
1687789;car;1687789:car;default_car;Crit'air 1;Gazole;0;6
1745471;car;1745471:car;default_car;Crit'air 1;Gazole;0;6
1774399;car;1774399:car;default_car;Crit'air 1;Gazole;0;6
1774400;car;1774400:car;default_car;Crit'air 1;Gazole;0;6
1781734;car;1781734:car;default_car;Crit'air 1;Gazole;0;6
1781733;car;1781733:car;default_car;Crit'air 1;Gazole;0;6
1812961;car;1812961:car;default_car;Crit'air 1;Gazole;0;6
1816642;car;1816642:car;default_car;Crit'air 1;Gazole;0;6
1828855;car;1828855:car;default_car;Crit'air 1;Gazole;0;6
1828856;car;1828856:car;default_car;Crit'air 1;Gazole;0;6
1828857;car;1828857:car;default_car;Crit'air 1;Gazole;0;6
1880954;car;1880954:car;default_car;Crit'air 1;Gazole;0;6
1887075;car;1887075:car;default_car;Crit'air 1;Gazole;0;6
1887074;car;1887074:car;default_car;Crit'air 1;Gazole;0;6
1887076;car;1887076:car;default_car;Crit'air 1;Gazole;0;6
1887073;car;1887073:car;default_car;Crit'air 1;Gazole;0;6
1889627;car;1889627:car;default_car;Crit'air 1;Gazole;0;6
1889626;car;1889626:car;default_car;Crit'air 1;Gazole;0;6
1932096;car;1932096:car;default_car;Crit'air 1;Gazole;0;6
1932099;car;1932099:car;default_car;Crit'air 1;Gazole;0;6
1932097;car;1932097:car;default_car;Crit'air 1;Gazole;0;6
1932098;car;1932098:car;default_car;Crit'air 1;Gazole;0;6
1942812;car;1942812:car;default_car;Crit'air 1;Gazole;0;6
1942811;car;1942811:car;default_car;Crit'air 1;Gazole;0;6
1942810;car;1942810:car;default_car;Crit'air 1;Gazole;0;6
1956924;car;1956924:car;default_car;Crit'air 1;Gazole;0;6
1956922;car;1956922:car;default_car;Crit'air 1;Gazole;0;6
1956923;car;1956923:car;default_car;Crit'air 1;Gazole;0;6
1964797;car;1964797:car;default_car;Crit'air 1;Gazole;0;6
1964798;car;1964798:car;default_car;Crit'air 1;Gazole;0;6
1984327;car;1984327:car;default_car;Crit'air 1;Gazole;0;6
1984326;car;1984326:car;default_car;Crit'air 1;Gazole;0;6
2048237;car;2048237:car;default_car;Crit'air 1;Gazole;0;6
2048235;car;2048235:car;default_car;Crit'air 1;Gazole;0;6
2048234;car;2048234:car;default_car;Crit'air 1;Gazole;0;6
2048236;car;2048236:car;default_car;Crit'air 1;Gazole;0;6
2093108;car;2093108:car;default_car;Crit'air 1;Gazole;0;6
2093106;car;2093106:car;default_car;Crit'air 1;Gazole;0;6
2093107;car;2093107:car;default_car;Crit'air 1;Gazole;0;6
2093109;car;2093109:car;default_car;Crit'air 1;Gazole;0;6
2103144;car;2103144:car;default_car;Crit'air 1;Gazole;0;6
2103143;car;2103143:car;default_car;Crit'air 1;Gazole;0;6
2103142;car;2103142:car;default_car;Crit'air 1;Gazole;0;6
2103141;car;2103141:car;default_car;Crit'air 1;Gazole;0;6
2104561;car;2104561:car;default_car;Crit'air 1;Gazole;0;6
2104562;car;2104562:car;default_car;Crit'air 1;Gazole;0;6
2104560;car;2104560:car;default_car;Crit'air 1;Gazole;0;6
2104559;car;2104559:car;default_car;Crit'air 1;Gazole;0;6
2124774;car;2124774:car;default_car;Crit'air 1;Gazole;0;6
2124771;car;2124771:car;default_car;Crit'air 1;Gazole;0;6
2124773;car;2124773:car;default_car;Crit'air 1;Gazole;0;6
2124772;car;2124772:car;default_car;Crit'air 1;Gazole;0;6
2129336;car;2129336:car;default_car;Crit'air 1;Gazole;0;6
2129339;car;2129339:car;default_car;Crit'air 1;Gazole;0;6
2129338;car;2129338:car;default_car;Crit'air 1;Gazole;0;6
2129337;car;2129337:car;default_car;Crit'air 1;Gazole;0;6
2194771;car;2194771:car;default_car;Crit'air 1;Gazole;0;6
2194772;car;2194772:car;default_car;Crit'air 1;Gazole;0;6
2194774;car;2194774:car;default_car;Crit'air 1;Gazole;0;6
2194773;car;2194773:car;default_car;Crit'air 1;Gazole;0;6
2221886;car;2221886:car;default_car;Crit'air 1;Gazole;0;6
2221887;car;2221887:car;default_car;Crit'air 1;Gazole;0;6
2221885;car;2221885:car;default_car;Crit'air 1;Gazole;0;6
2227079;car;2227079:car;default_car;Crit'air 1;Gazole;0;6
2227080;car;2227080:car;default_car;Crit'air 1;Gazole;0;6
2227082;car;2227082:car;default_car;Crit'air 1;Gazole;0;6
2227081;car;2227081:car;default_car;Crit'air 1;Gazole;0;6
2282762;car;2282762:car;default_car;Crit'air 1;Gazole;0;6
2282765;car;2282765:car;default_car;Crit'air 1;Gazole;0;6
2282764;car;2282764:car;default_car;Crit'air 1;Gazole;0;6
2282766;car;2282766:car;default_car;Crit'air 1;Gazole;0;6
2282763;car;2282763:car;default_car;Crit'air 1;Gazole;0;6
2286851;car;2286851:car;default_car;Crit'air 1;Gazole;0;6
2286850;car;2286850:car;default_car;Crit'air 1;Gazole;0;6
2286852;car;2286852:car;default_car;Crit'air 1;Gazole;0;6
2290988;car;2290988:car;default_car;Crit'air 1;Gazole;0;6
2291757;car;2291757:car;default_car;Crit'air 1;Gazole;0;6
2291756;car;2291756:car;default_car;Crit'air 1;Gazole;0;6
2307734;car;2307734:car;default_car;Crit'air 1;Gazole;0;6
2315639;car;2315639:car;default_car;Crit'air 1;Gazole;0;6
